Job_name,Company,Region,Salary,Url
区域销售代表,广州人瑞人力资源服务有限公司,深圳-南山区,1-1.5万/月,https://jobs.51job.com/shenzhen-nsq/119955696.html?s=01&t=0
电销专员/朝九晚六,成都天符人瑞教育咨询有限公司,重庆-南岸区,4.5-6千/月,https://jobs.51job.com/chongqing-naq/119632824.html?s=01&t=0
销售顾问,杭州人瑞人力资源服务有限公司,上海-黄浦区,0.7-1.2万/月,https://jobs.51job.com/shanghai-hpq/114666791.html?s=01&t=0
VIP大客户销售顾问，无责6-7k+,上海人惠人力资源服务有限公司,上海-浦东新区,20-30万/年,https://jobs.51job.com/shanghai-pdxq/112403347.html?s=01&t=0
催收专员/五险一金/年底双薪,上海人瑞网络科技有限公司,上海-浦东新区,0.8-1万/月,https://jobs.51job.com/shanghai-pdxq/112588542.html?s=01&t=0
人力资源经理,维正集团,杭州-上城区,0.8-1.2万/月,https://jobs.51job.com/hangzhou-scq/119774025.html?s=01&t=0
人力资源专员/助理,本来生活,上海-徐汇区,4.5-5千/月,https://jobs.51job.com/shanghai-xhq/116577020.html?s=01&t=0
深圳大学校招，职能高储岗位、晋升空间大,深圳市乐有家房产交易有限公司,深圳-南山区,10-15万/年,https://jobs.51job.com/shenzhen-nsq/117008477.html?s=01&t=0
培训师w/五险一金,广州潭州教育网络科技有限公司,广州-天河区,5-7千/月,https://jobs.51job.com/guangzhou-thq/117788000.html?s=01&t=0
管理培训生（人力方向）,广州棒谷科技股份有限公司,广州-白云区,0.7-1万/月,https://jobs.51job.com/guangzhou-byq/118555172.html?s=01&t=0
人事行政经理,海口汉普知识产权代理有限公司,海口,5-8千/月,https://jobs.51job.com/haikou/117114252.html?s=01&t=0
总部直招：房地产销售/实习生/销售储备干部XL,成都链家房地产经纪有限公司,成都-锦江区,6-8千/月,https://jobs.51job.com/chengdu-jjq/116842370.html?s=01&t=0
加入我们+链家房地产销售顾问+置业顾问+商业投资F,四川链家房地产经纪有限公司,成都,4-7.9千/月,https://jobs.51job.com/chengdu/116716895.html?s=01&t=0
置顶均薪5K/集团直聘/春节特招/实习/储备店经理P,四川链家房地产经纪有限公司,成都-郫都区,4-8千/月,https://jobs.51job.com/chengdu-pdq/98330774.html?s=01&t=0
（长期招聘&只等你来）房产经纪人/销售/应届实习u,四川链家房地产经纪有限公司,成都,6-8千/月,https://jobs.51job.com/chengdu/106821801.html?s=01&t=0
底薪5500+/就近分配/链家/销售/房产中介,苏州链家房地产经纪有限公司,苏州,0.8-1.5万/月,https://jobs.51job.com/suzhou/119359115.html?s=01&t=0
客服培训经理（2101060701）,上海特朗思大宇宙信息技术服务有限...,上海-宝山区,1-1.5万/月,https://jobs.51job.com/shanghai-bsq/115752334.html?s=01&t=0
人力资源主管,义乌拱辰商博置业有限公司,义乌,0.8-1.2万/月,https://jobs.51job.com/yiwu/120003654.html?s=01&t=0
人事助理,中企动力科技股份有限公司苏州分公...,苏州,3-4.5千/月,https://jobs.51job.com/suzhou/120003273.html?s=01&t=0
贝壳找房营销管培生晋升空间大,南京链家房地产经纪有限公司,南京-雨花台区,6-8千/月,https://jobs.51job.com/nanjing-yhtq/120003161.html?s=01&t=0
行政人力岗（天津）,保利地产投资顾问有限公司天津分公...,天津-和平区,6-8千/月,https://jobs.51job.com/tianjin-hpq/120003039.html?s=01&t=0
人力资源实习生（2021届）,广州华资软件技术有限公司,广州,3-4.5千/月,https://jobs.51job.com/guangzhou/120002944.html?s=01&t=0
初小数学老师（Y01有经验）,英才教育广州分公司,广州-天河区,0.5-1.3万/月,https://jobs.51job.com/guangzhou-thq/120002871.html?s=01&t=0
平面设计师,成都泰斯诺科技有限公司,成都-锦江区,6-8千/月,https://jobs.51job.com/chengdu-jjq/120002098.html?s=01&t=0
网页设计师,广州高如网络科技有限公司,广州-黄埔区,6-8千/月,https://jobs.51job.com/guangzhou-hpq/120001944.html?s=01&t=0
学习管理师,西安先知锋教育科技有限公司,西安-雁塔区,3-4.5千/月,https://jobs.51job.com/xian-ytq/120001896.html?s=01&t=0
员工关系专员(J11437),苏州领裕电子科技有限公司,苏州,4.5-6千/月,https://jobs.51job.com/suzhou/120001609.html?s=01&t=0
创新产品交互设计师,美的集团IoT公司,上海,2-3万/月,https://jobs.51job.com/shanghai/120001426.html?s=01&t=0
急聘数据分析师,上海一里井会展服务有限公司,上海-浦东新区,0.7-1万/月,https://jobs.51job.com/shanghai-pdxq/120001367.html?s=01&t=0
教学负责人（BCBA）,豪克集团（中国）有限公司,青岛,1-3万/月,https://jobs.51job.com/qingdao/120001068.html?s=01&t=0
人事专员,河南中禾晟民科技有限公司,郑州-金水区,3-4.5千/月,https://jobs.51job.com/jinshuiqu/120000110.html?s=01&t=0
招聘主管,深圳青豆教育科技有限公司,深圳-南山区,0.8-1.2万/月,https://jobs.51job.com/shenzhen-nsq/120000031.html?s=01&t=0
英语老师,山东新科程教育科技有限公司,潍坊,4-6千/月,https://jobs.51job.com/weifang/119999731.html?s=01&t=0
组织发展高级经理,深圳新房网络科技有限公司,深圳-南山区,1.5-2.5万/月,https://jobs.51job.com/shenzhen-nsq/119999383.html?s=01&t=0
招聘经理,观致汽车有限公司,上海-闵行区,1.5-2万/月,http://qorosauto.51job.com/sc/show_job_detail.php?jobid=119998783
HRBP,龙文总部招聘,广州-越秀区,1.5-2.5万/月,https://jobs.51job.com/guangzhou-yxq/119998665.html?s=01&t=0
脑机接口范式开发工程师,江苏集萃脑机融合智能技术研究所有...,苏州-相城区,18-24万/年,https://jobs.51job.com/suzhou-xcq/119998316.html?s=01&t=0
人力行政经理/主管,乐山领地房地产开发有限公司,四川省,18-30万/年,https://jobs.51job.com/sichuansheng/119996784.html?s=01&t=0
培训经理,深圳市轩鼎科技有限公司,深圳,2-2.5万/月,https://jobs.51job.com/shenzhen/119995763.html?s=01&t=0
急聘双休人事专员,陕西稻壳管理咨询有限公司,西安,3-4.5千/月,https://jobs.51job.com/xian/119995705.html?s=01&t=0
人力资源专员,内蒙古扎旗牧原农牧有限公司,通辽,0.5-1万/月,https://jobs.51job.com/tongliao/119995678.html?s=01&t=0
招聘培训经理,苏州天孚光通信股份有限公司,苏州-高新区,1.2-1.5万/月,https://jobs.51job.com/suzhou-gxq/119995310.html?s=01&t=0
人事主管（偏绩效）,广州市康立明生物科技有限责任公司...,广州-黄埔区,0.8-1.2万/月,https://jobs.51job.com/guangzhou-hpq/119994835.html?s=01&t=0
高级销售经理,宝龙地产广东事业部,珠海-珠海高新...,2-2.5万/月,https://jobs.51job.com/zhuhai-zhgx/119993938.html?s=01&t=0
会员运营经理/主管,深圳百果园实业发展有限公司,深圳-龙岗区,1-1.5万/月,https://jobs.51job.com/shenzhen-lgq/119993736.html?s=01&t=0
用户研究专员,上海为都信息科技有限公司,上海-长宁区,1.5-2.5万/月,https://jobs.51job.com/shanghai-cnq/119993723.html?s=01&t=0
招聘主管/专员,安徽三巽投资集团有限公司,上海-闵行区,0.8-1.5万/月,https://jobs.51job.com/shanghai-mhq/119993669.html?s=01&t=0
招聘培训专员/主管,深圳市前海国信科技实业有限公司,深圳-福田区,6-9千/月,https://jobs.51job.com/shenzhen-ftq/119993170.html?s=01&t=0
薪酬主管,赢家时尚控股有限公司,深圳,0.6-1.2万/月,https://jobs.51job.com/shenzhen/119993064.html?s=01&t=0
产品知识培训师,云南龙布瑞生物科技有限公司,昆明-盘龙区,3-8千/月,https://jobs.51job.com/kunming-plq/119992559.html?s=01&t=0
工程师/讲师,青岛人本通管理咨询有限公司,青岛-黄岛区,0.8-1万/月,https://jobs.51job.com/qingdao-hdq/119992152.html?s=01&t=0
数据分析实习生（可转正）,北京卓仕企业管理有限公司,广州-海珠区,3-4.5千/月,https://jobs.51job.com/guangzhou-hzq/119992081.html?s=01&t=0
薪酬绩效经理（工作地：黄浦区外滩）,上海盈盈实业有限公司,上海,1.5-2.5万/月,https://jobs.51job.com/shanghai/119991989.html?s=01&t=0
人力资源,北京尚派正品科技有限公司,成都-锦江区,6-8千/月,https://jobs.51job.com/chengdu-jjq/119988733.html?s=01&t=0
人力资源专员-培训方向（凤凰城）,广东碧桂园物业服务股份有限公司增...,广州-增城,6-8万/年,https://jobs.51job.com/guangzhou-zc/119980983.html?s=01&t=0
少儿英语老师/教师,天津市河东区乐享教育信息咨询服务...,天津-河东区,3.5-5千/月,https://jobs.51job.com/tianjin-hdq/119945354.html?s=01&t=0
人力资源经理（服装行业）,深圳市元昊企业咨询管理有限公司,深圳,1.5-2.5万/月,https://jobs.51job.com/shenzhen/119940741.html?s=01&t=0
办公室主任（必须是中共党员）,广州市建工设计院有限公司,广州-越秀区,15-20万/年,https://jobs.51job.com/guangzhou-yxq/119916320.html?s=01&t=0
材料采购员,四川久远智能监控有限责任公司,成都-金牛区,4-6千/月,https://jobs.51job.com/chengdu-jnq/119907597.html?s=01&t=0
课研老师-读书会,深圳孩宝小镇信息技术有限公司,深圳-宝安区,1-1.5万/月,https://jobs.51job.com/shenzhen-baq/119890936.html?s=01&t=0
销售总监,上海时代光华教育发展有限公司,上海-黄浦区,1.5-2.5万/月,https://jobs.51job.com/shanghai-hpq/119773614.html?s=01&t=0
人力行政实习生（双休）,广东良策按揭服务有限公司,广州-天河区,2-3千/月,https://jobs.51job.com/guangzhou-thq/119745672.html?s=01&t=0
科研助理--电生理实验,复旦大学类脑研究院,上海-杨浦区,1-1.5万/月,https://jobs.51job.com/shanghai-ypq/119712463.html?s=01&t=0
人事行政专员,深圳市青铜时代科技有限公司,深圳-龙华新区,6-8千/月,https://jobs.51job.com/shenzhen-lhxq/119664057.html?s=01&t=0
招聘专员,广东致学信息科技有限责任公司,广州-越秀区,5-6千/月,https://jobs.51job.com/guangzhou-yxq/119659801.html?s=01&t=0
测评顾问（支持中心）,“前程无忧”51job.com（北京）,北京,,https://jobs.51job.com/beijing/119647885.html?s=01&t=0
管理培训生-人力资源方向,广州嘉士伯咨询管理有限公司,广州,,https://jobs.51job.com/guangzhou/119628031.html?s=01&t=0
教学主管,勇仕智能科技（深圳）有限公司,深圳,0.8-1万/月,https://jobs.51job.com/shenzhen/119605376.html?s=01&t=0
高薪诚聘招聘经理(医药行业优先）,科兴生物制药股份有限公司,深圳-南山区,1.8-2.5万/月,https://jobs.51job.com/shenzhen-nsq/119318153.html?s=01&t=0
教师,陕西学本教育科技有限公司,西安-高新技术...,6-8千/月,https://jobs.51job.com/xian-gxjs/119159036.html?s=01&t=0
班主任,西安市碑林区万唯教育培训学校有限...,西安-碑林区,2-3千/月,https://jobs.51job.com/xian-blq/119043282.html?s=01&t=0
人力资源处副总监,红狮控股集团有限公司,异地招聘,20-40万/年,https://jobs.51job.com/zhejiangsheng/118980555.html?s=01&t=0
人力资源专员,北京毫米装饰有限公司,广州-海珠区,5-6千/月,https://jobs.51job.com/guangzhou-hzq/118826525.html?s=01&t=0
人事行政经理,深圳市冉希古科技有限公司,深圳-龙岗区,0.8-1.5万/月,https://jobs.51job.com/shenzhen-lgq/118613256.html?s=01&t=0
人事主管（大小周）,广东省百越职业培训学校,广州-越秀区,4-7千/月,https://jobs.51job.com/guangzhou-yxq/118601612.html?s=01&t=0
执行校长,贝尔安亲（长春校区）,长春-朝阳区,3-4.5千/月,https://jobs.51job.com/changchun-cyq/118569613.html?s=01&t=0
学习与发展高级经理,吉致汽车金融有限公司,上海-浦东新区,,https://jobs.51job.com/shanghai-pdxq/118295106.html?s=01&t=0
学管师/班主任,河南省时代文化艺术培训中心,郑州-二七区,6-8千/月,https://jobs.51job.com/erqiqu/118247155.html?s=01&t=0
早九晚六销售五险一金退伍,深圳市乐有家控股集团有限公司,深圳-龙华新区,6-8千/月,https://jobs.51job.com/shenzhen-lhxq/118089768.html?s=01&t=0
游戏策划师（上海）,乐元素科技（北京）股份有限公司,上海,,https://jobs.51job.com/shanghai/116849998.html?s=01&t=0
交互设计（J07）,南京电子工程研究所（中国电子科技...,南京,,https://jobs.51job.com/nanjing/116377116.html?s=01&t=0
数据分析师实习生（2020年应届毕业-储备岗可转正）,北京云思信息科技有限公司,北京-朝阳区,4.5-6千/月,https://jobs.51job.com/beijing-cyq/116125469.html?s=01&t=0
人力资源经理,招商局物业管理有限公司,深圳-南山区,18-28万/年,https://jobs.51job.com/shenzhen-nsq/115066119.html?s=01&t=0
日语教研经理,上海语德教育科技有限公司,郑州-金水区,0.6-1.2万/月,https://jobs.51job.com/jinshuiqu/114651763.html?s=01&t=0
认知科学研究人员,浙江我武生物科技股份有限公司,上海,20-50万/年,https://jobs.51job.com/shanghai/114640915.html?s=01&t=0
初中语文老师,陕西新方向教育科技有限公司,西安,6-8千/月,https://jobs.51job.com/xian/114636802.html?s=01&t=0
人事行政主管,雄县旭日纸塑包装有限公司,朝阳,3-5千/月,https://jobs.51job.com/chaoyang/114501762.html?s=01&t=0
高级招聘专员,深圳市光艺人家居有限公司,深圳-宝安区,0.8-1.2万/月,https://jobs.51job.com/shenzhen-baq/114319593.html?s=01&t=0
数值策划,广州麟龙信息技术有限公司,广州-天河区,1-1.8万/月,https://jobs.51job.com/guangzhou-thq/114184234.html?s=01&t=0
销售咨询经理,环球优学教育,广州-白云区,1-1.5万/月,https://jobs.51job.com/guangzhou-byq/113123891.html?s=01&t=0
语文老师,保定仓润智教育科技有限公司,保定,3-5千/月,https://jobs.51job.com/baoding/113100586.html?s=01&t=0
咨询主任-一对一事业部5000-10000+,盐城新思科教育培训中心,盐城,0.5-1万/月,https://jobs.51job.com/yancheng/112532477.html?s=01&t=0
销售经理,华侨城无锡项目,无锡,15-20万/年,https://jobs.51job.com/wuxi/111973442.html?s=01&t=0
HRVP/CHO,大庄园集团,上海-闵行区,50-75万/年,https://jobs.51job.com/shanghai-mhq/111036455.html?s=01&t=0
导学老师/班主任,广州市定锐职业技能培训有限公司,广州-白云区,4.5-5千/月,https://jobs.51job.com/guangzhou-byq/109809002.html?s=01&t=0
幼教/小学老师/幼小衔接教师,无锡弘韵教育培训中心有限公司,无锡-无锡新区,3-7千/月,https://jobs.51job.com/wuxi-wxxq/108698079.html?s=01&t=0
文化信息经理,深圳杰夫实业集团有限公司,深圳-福田区,18-22万/年,https://jobs.51job.com/shenzhen-ftq/108637158.html?s=01&t=0
考研教师培训讲师-教育学（五险一金）,南京欣途教育科技有限公司,南京-玄武区,0.8-1.2万/月,https://jobs.51job.com/nanjing-xwq/107392148.html?s=01&t=0
人事行政经理,佛山三水万达广场商业物业管理有限...,佛山-三水区,1-1.5万/月,https://jobs.51job.com/foshan-ssq/107120158.html?s=01&t=0
人力行政主任,英德市恒辉资产经营管理有限公司,异地招聘,6-8千/月,https://jobs.51job.com/qingyuan/107115152.html?s=01&t=0
VIP客服专员,中国人寿郑州市分公司国寿旗舰VIP...,郑州,6-8千/月,https://jobs.51job.com/zhengzhou/106705662.html?s=01&t=0
学习管理师/班主任(J12007),杭州学大专修学校,杭州,6-8千/月,https://jobs.51job.com/hangzhou/104956603.html?s=01&t=0
销售总监,广州市鹏龙计算机科技有限公司,广州,2-2.5万/月,https://jobs.51job.com/guangzhou/103482303.html?s=01&t=0
销售主任,上海西郊庄园国际俱乐部酒店管理有...,上海,4.5-6千/月,https://jobs.51job.com/shanghai/102410119.html?s=01&t=0
UE设计师（张家港）,江苏国泰新点软件有限公司,张家港,4.5-6千/月,https://jobs.51job.com/zhangjiagang/102363527.html?s=01&t=0
人事行政经理（物业版块）,广州奥飞硅谷文化发展有限公司,广州-越秀区,0.9-1.2万/月,https://jobs.51job.com/guangzhou-yxq/99942676.html?s=01&t=0
一线社工（惠城区岗位）,惠州市益心社会工作服务中心,惠州,3-5千/月,https://jobs.51job.com/huizhou/99496198.html?s=01&t=0
初级课程顾问,武汉启德学府教育咨询有限公司,武汉,8-10万/年,https://jobs.51job.com/wuhan/99043924.html?s=01&t=0
招聘经理/主管,华润物业科技服务有限公司,深圳-南山区,14-25万/年,https://jobs.51job.com/shenzhen-nsq/97473425.html?s=01&t=0
学习管理师,西安铭思博教育科技有限公司,西安-鄠邑区,3-5千/月,https://jobs.51job.com/xian-hyq/95313349.html?s=01&t=0
人事经理,英伦资本金融集团公司,广州-天河区,0.8-1万/月,https://jobs.51job.com/guangzhou-thq/94414817.html?s=01&t=0
行政助理（高薪+双休）,广州汇九金投资咨询有限公司,广州-天河区,4.5-6千/月,https://jobs.51job.com/guangzhou-thq/92361522.html?s=01&t=0
地产猎头顾问/顾问助理,北京外企人力资源服务河南有限公司...,郑州-郑东新区,3-4.5千/月,https://jobs.51job.com/zhengzhou-zzxq/90915496.html?s=01&t=0
课程顾问,巴巴姆国际少儿英语,宿州,0.5-1.5万/月,https://jobs.51job.com/suzhoue/88860248.html?s=01&t=0
招聘经理,广州若羽臣科技股份有限公司,广州,1.5-1.8万/月,https://jobs.51job.com/guangzhou/73585640.html?s=01&t=0
人力资源总监,重庆明宣家居有限公司,重庆-渝北区,1.2-2万/月,https://jobs.51job.com/chongqing-ybq/71949354.html?s=01&t=0
数值策划,上海乐之鲸鱼数码科技有限公司,上海-徐汇区,1-1.8万/月,https://jobs.51job.com/shanghai-xhq/54294984.html?s=01&t=0
人事助理,上海中建东孚物业管理有限公司,上海-浦东新区,4.5-6千/月,https://jobs.51job.com/shanghai-pdxq/119270800.html?s=01&t=0
行政人事总监,大方集团（西安）控股有限公司,西安-未央区,1-1.5万/月,https://jobs.51job.com/xian-wyq/120003022.html?s=01&t=0
无责底薪4000诚招销售就近安排+带薪培训,南京链家房地产经纪有限公司,南京-建邺区,0.8-1万/月,https://jobs.51job.com/nanjing-jyq/119999011.html?s=01&t=0
RPO招聘主管,苏州私董汇企业管理咨询有限公司,苏州-高新区,0.8-1万/月,https://jobs.51job.com/suzhou-gxq/119950029.html?s=01&t=0
舞蹈助教,上海言善信息科技有限公司,北京-海淀区,6-8千/月,https://jobs.51job.com/beijing-hdq/117431320.html?s=01&t=0
人力资源总监,金可儿（上海）床具有限公司,重庆,1.2-2万/月,https://jobs.51job.com/chongqing/116155520.html?s=01&t=0
人力资源专员-特长型方向,三七互娱,广州,0.8-1万/月,https://jobs.51job.com/guangzhou/119989308.html?s=01&t=0
招聘专员（互联网IT方向）,中通快递股份有限公司,上海,6-9千/月,https://jobs.51job.com/shanghai/110483398.html?s=01&t=0
景观设计经理（南通）,招商局地产控股股份有限公司,南通,40-50万/年,https://jobs.51job.com/nantong/119991356.html?s=01&t=0
企业文化专员(MJ000474),广州荔支网络技术有限公司,广州-天河区,4-8千/月,https://jobs.51job.com/guangzhou-thq/119983885.html?s=01&t=0
消费者研究经理（罗莱主品牌）,罗莱生活科技股份有限公司,上海-闵行区,1.5-2.5万/月,https://jobs.51job.com/shanghai-mhq/119388466.html?s=01&t=0
培训经理,卜蜂进出口贸易（上海）有限公司,上海-杨浦区,1.5-2.5万/月,https://jobs.51job.com/shanghai-ypq/110275929.html?s=01&t=0
班务售后,南宁市中加雅思国际英语培训学校,南宁,2-3千/月,https://jobs.51job.com/nanning/104845079.html?s=01&t=0
招聘专员,广州大蓝网络科技有限公司,广州-海珠区,5-8千/月,https://jobs.51job.com/guangzhou-hzq/103705782.html?s=01&t=0
电脑门市销售员学徒,佛山和雍商贸有限公司,佛山,3-4.5千/月,https://jobs.51job.com/foshan/59943597.html?s=01&t=0
网络咨询员/电话咨询员/咨询员/电网咨询,广州德伦医疗投资有限公司,广州-越秀区,0.8-1万/月,https://jobs.51job.com/guangzhou-yxq/63755447.html?s=01&t=0
总经理助理（培训方向）,普伟集团,广州-天河区,0.5-1万/月,https://jobs.51job.com/guangzhou-thq/119984212.html?s=01&t=0
无责底薪4000诚招销售就近安排+带薪培训,南京链家房地产经纪有限公司,南京-玄武区,0.8-1万/月,https://jobs.51job.com/nanjing-xwq/119987050.html?s=01&t=0
人事专员,四川川能智网实业有限公司,成都-高新区,4-6千/月,https://jobs.51job.com/chengdu-gxq/110817819.html?s=01&t=0
人事经理,广州海货电子商务有限公司,广州-天河区,1-1.5万/月,https://jobs.51job.com/guangzhou-thq/119982749.html?s=01&t=0
H房产销售+高提成+晋升空间大,洛阳市汇天房地产咨询有限公司,洛阳,0.5-1万/月,https://jobs.51job.com/luoyang/119988931.html?s=01&t=0
综合文秘,中移在线服务有限公司,北京-西城区,1-1.5万/月,https://jobs.51job.com/beijing-xcq/119775942.html?s=01&t=0
疫情之下网上面试销售储干,深圳市乐有家控股集团有限公司,深圳-南山区,0.8-1万/月,https://jobs.51job.com/shenzhen-nsq/119989938.html?s=01&t=0
招聘专员/人事助理,上海盛迭信息科技有限公司,上海-长宁区,4-7千/月,https://jobs.51job.com/shanghai-cnq/98141507.html?s=01&t=0
体验顾问,广州爱思博格教育科技有限公司,广州-天河区,4-5千/月,https://jobs.51job.com/guangzhou-thq/100477965.html?s=01&t=0
人力资源实习生,华耐家居苏皖销区,南京-雨花台区,100元/天,https://jobs.51job.com/nanjing-yhtq/119980212.html?s=01&t=0
招聘专员形象气质好,杭州优灿科技有限公司,杭州-滨江区,4.5-6千/月,https://jobs.51job.com/hangzhou-bjq/85603307.html?s=01&t=0
销售工程师,青岛自贸激光科技有限公司,青岛-黄岛区,15-20万/年,https://jobs.51job.com/qingdao-hdq/105979942.html?s=01&t=0
招聘专员,深圳市蓝凌软件股份有限公司,深圳,0.6-1.2万/月,https://jobs.51job.com/shenzhen/119991249.html?s=01&t=0
行政人力专员,华润置地（深圳）有限公司,深圳-宝安区,5-7千/月,https://jobs.51job.com/shenzhen-baq/119991179.html?s=01&t=0
高级产品交互设计师,成都恋游科技有限公司,成都-高新区,1.5-3万/月,https://jobs.51job.com/chengdu-gxq/119990339.html?s=01&t=0
人事行政副总监,四川新雅轩食品有限公司,成都-金堂县,1-1.5万/月,https://jobs.51job.com/chengdu-jtx/119990281.html?s=01&t=0
交互设计,北京奕吧科技有限公司,北京,23-50万/年,https://jobs.51job.com/beijing/119988786.html?s=01&t=0
贝壳找房营销管培生晋升空间大,南京链家房地产经纪有限公司,南京,6-8千/月,https://jobs.51job.com/nanjing/119988235.html?s=01&t=0
星座助理,广州移网汇网络科技有限公司,广州,6-8千/月,https://jobs.51job.com/guangzhou/119988075.html?s=01&t=0
高级人事专员,深圳市速贸通电子商务有限公司,深圳,0.7-1万/月,https://jobs.51job.com/shenzhen/119987767.html?s=01&t=0
人力资源高级经理,联易融数字科技集团有限公司,深圳-南山区,20-40万/年,https://jobs.51job.com/shenzhen-nsq/119987583.html?s=01&t=0
链家房产销售无责底薪4000就近安排+带薪培训,南京链家房地产经纪有限公司,南京-秦淮区,0.8-1万/月,https://jobs.51job.com/nanjing-qhq/119987582.html?s=01&t=0
平面设计师,河南雨林教育工程有限公司,新乡,4.5-6千/月,https://jobs.51job.com/xinxiang/119986851.html?s=01&t=0
薪酬绩效专员,福州畅读信息科技有限公司,福州,4-6千/月,https://jobs.51job.com/fuzhou/119986031.html?s=01&t=0
人事主管,锡恩英才投资（北京）有限公司,北京-东城区,0.6-1万/月,https://jobs.51job.com/beijing-dcq/119985870.html?s=01&t=0
招聘经理,上海赫奈实业有限公司,上海-徐汇区,1.2-1.8万/月,https://jobs.51job.com/shanghai-xhq/119984867.html?s=01&t=0
行政人事主管,珠海市英格尔特种钻探设备有限公司...,珠海,6-8千/月,https://jobs.51job.com/zhuhai/119984766.html?s=01&t=0
人事专员（偏员工关系）,上海智度亦复信息技术有限公司,上海-长宁区,6-8千/月,https://jobs.51job.com/shanghai-cnq/119984467.html?s=01&t=0
人事行政专员,益海嘉里食品营销有限公司太原分公...,异地招聘,5-6.5千/月,https://jobs.51job.com/yuncheng/119984464.html?s=01&t=0
互联网-销售客服专员,大同市极昼科技有限公司,大同,0.7-1.4万/月,https://jobs.51job.com/datong/119984458.html?s=01&t=0
线上运营渠道经理,北京艾兰慕德企业管理咨询有限公司...,北京-大兴区,1.5-2万/月,https://jobs.51job.com/beijing-dxq/119984195.html?s=01&t=0
早教园长,广州美格教育信息咨询有限公司,惠州,0.8-1万/月,https://jobs.51job.com/huizhou/119983938.html?s=01&t=0
招聘人事招聘专员,成都渡江轮物流有限公司,成都-武侯区,4.5-6千/月,https://jobs.51job.com/chengdu-whq/119983347.html?s=01&t=0
销售总监,上海时代光华教育发展有限公司,上海-黄浦区,1.5-2万/月,https://jobs.51job.com/shanghai-hpq/119981080.html?s=01&t=0
科大讯飞+设计序列+五险一金,北京外企人力资源服务安徽有限公司...,青岛,7-8.5千/月,https://jobs.51job.com/qingdao/119979545.html?s=01&t=0
HRBP经理,粤百年投资控股有限公司,深圳-宝安区,1.5-2万/月,https://jobs.51job.com/shenzhen-baq/119977737.html?s=01&t=0
分校校长（高新校区&年薪20W-30W）,济南龅牙兔教育服务有限公司,济南-高新区,1-1.5万/月,https://jobs.51job.com/jinan-gxq/119976854.html?s=01&t=0
淘宝/电商培训讲师15w起,杭州后朴科技有限公司,杭州-江干区,1.5-2万/月,https://jobs.51job.com/hangzhou-jgq/119928189.html?s=01&t=0
培训总监,高济医药（四川）有限公司,北京,2.5-3万/月,https://jobs.51job.com/beijing/119926307.html?s=01&t=0
人事行政经理,上海努迅电子商务有限公司,上海-松江区,1-1.5万/月,https://jobs.51job.com/shanghai-sjq/119911702.html?s=01&t=0
初中物理老师,晓乐教育,苏州,6-8千/月,https://jobs.51job.com/suzhou/119893517.html?s=01&t=0
任课助教老师,广东誉丰教育科技有限公司,汕头,3-6千/月,https://jobs.51job.com/shantou/119758326.html?s=01&t=0
招聘经理,南京捷希科技有限公司,南京-玄武区,1-1.6万/月,https://jobs.51job.com/nanjing-xwq/119755455.html?s=01&t=0
初中语文老师,无锡好未来教育咨询有限公司,无锡,0.8-1万/月,https://jobs.51job.com/wuxi/119702179.html?s=01&t=0
高级培训专员,南京中卫信软件科技有限公司,无锡-无锡新区,6-8千/月,https://jobs.51job.com/wuxi-wxxq/119645600.html?s=01&t=0
海外工业会议销售实习,上海英湃商务咨询有限公司,上海-杨浦区,150元/天,https://jobs.51job.com/shanghai-ypq/119625269.html?s=01&t=0
课程顾问,广州抖零科技有限公司,南宁,2-3千/月,https://jobs.51job.com/nanning/119536184.html?s=01&t=0
人力行政专员（500强央企）,华润置地（上海）物业管理有限公司...,宁波-海曙区,6-8万/年,https://jobs.51job.com/ningbo-hsq/119529919.html?s=01&t=0
HRBP,苏州天乙佳网络科技有限公司杭州分...,杭州-江干区,1.5-2万/月,https://jobs.51job.com/hangzhou-jgq/119521045.html?s=01&t=0
心理咨询老师（卡迪夫公学-常州校区）,上海毅进教育信息咨询有限公司,常州-新北区,0.7-1.2万/月,https://jobs.51job.com/changzhou-xbq/119290312.html?s=01&t=0
招聘主管,中科慧远视觉技术（洛阳）有限公司...,北京-海淀区,1-1.8万/月,https://jobs.51job.com/beijing-hdq/119272161.html?s=01&t=0
运营校长/总监（五险一金+双休）,广州市北幼燕园教育科技有限公司,广州-天河区,0.8-1.5万/月,https://jobs.51job.com/guangzhou-thq/119259593.html?s=01&t=0
雅思基础段英文教师（周末排课）,上海杨浦区环球雅思培训学校,上海,1-1.5万/月,https://jobs.51job.com/shanghai/119204343.html?s=01&t=0
绩效主管（北京）(J10584),中和农信项目管理有限公司,北京-东城区,0.8-1.3万/月,https://jobs.51job.com/beijing-dcq/119148267.html?s=01&t=0
招聘主管,纷美（北京）贸易有限公司,北京-朝阳区,1-1.5万/月,https://jobs.51job.com/beijing-cyq/119124181.html?s=01&t=0
人事总监/人力总监/人事行政总监/HRD,广州佰锐网络科技有限公司,广州,1.6-3万/月,https://jobs.51job.com/guangzhou/119106590.html?s=01&t=0
物业项目经理,保利物业发展股份有限公司福州分公...,厦门,0.8-1万/月,https://jobs.51job.com/xiamen/119101721.html?s=01&t=0
