Require_num,Job_description
招1人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
招3人,学习能力指导师岗位职责：1）负责感统宝宝班及学习能力提升班级的教学及管理工作；2）积极参与教学教研（包括教育学/心理学/感觉统合/亲子沟通/家庭教育/心理沙盘等）工作，不断提升个人综合能力及教学能力；3）积极与家长沟通，指导家庭训练。4）参与校区其他工作。任职条件：1）大专及以上学历，学前教育、体育、心理学或与教育相关的专业，学习能力强者可适当放宽专业限制；2）热爱教育事业，热爱学习，喜欢孩子，亲和力好，善于沟通，活泼开朗，积极主动，责任心强；3）男女不限，具备1年以上教育相关经验者优先考虑。
招若干人,"详情职位描述我们要招聘乐高培训老师,大专以上学历积极有爱心耐心的应届毕业生0经验也可以,但优先考虑学前教育师范、心理学、机械、设计、理工科等相关专业。薪资待遇1、面议2、朝九晚六,每月6天假期,享受法定节假日,生日福利,假日物质福利,带薪培训;3、社会保险,绩效奖,季度奖,年终奖,人头课时奖上不封顶;二、职位描述任职要求、在校大专及以上学历,专业不限。学前教育、师范心理学、机械、设计、理工科等相关专业优先,幼儿园教学经验优先;2、有授课经验优先,应届毕业生亦可,可提供带薪课程培训;3、形象气质好,亲和力强,沟通能力好,普通话标准和较强的文字功底;4、热爱教育事业,喜欢小朋友,工作积极主动、责任心强和耐心,较好是个自燃体岗位职责、负责3-12岁儿童乐高课程教学工作;负责所授课程的备课及家长沟通反馈3、负责所授课程的整理和归档;4、协助本中心其它工作;5、配合机构做好市场推广及招生工作;"
招5人,工作内容：职位要求：1.大专及以上学历，美术类专业毕业者优先2.具备教育心理学知识，有较强的授课能力3.具有较强的中文表达能力，普通话标准，口齿伶俐4.具有较强的亲和力，讲课生动活泼，知识面宽广5.热爱教育事业，工作积极主动，责任心强工作时间：公司氛围敲级好，无阶级观念，还有有岗前培训。大佬和同事们和蔼可亲简直不要太和谐，也希望优秀的你能相处地愉快舒适！！这里有温馨舒适的环境，更有帅帅的小哥哥和美美的小姐姐（偷偷补充）QAQ。如果你有兴趣，欢迎联系~
招若干人,岗位职责：为发育迟缓、自闭症儿童上课，机构提供岗前培训，根据能力安排：个别辅导课、游戏课、团体课、手工课等其中一个课程。任职资格：1、幼儿教育、师范类、康复治疗和心理学相关专业毕业，有相关资格证者优先。2、个性活泼开朗，喜欢孩子，有亲和力，责任心强，为人踏实能吃苦！3、普通话标准，具备良好的学习能力与教育技能；善于接受新鲜事物，热爱幼儿及教育事业，善于与家长沟通交流。工作时间：周一至五，上午8:15-12:00，下午2:00-6:00。请认真阅读招聘信息和机构情况。
招2人,1.热爱幼儿教育和培训事业，有高度的敬业精神。2.中专或以上学历，有师范类学前教育、儿童心理学优先。3.普通话标准，五官端正，外形得体，性格开朗，勤奋好学，态度积极，思维灵活，兴趣广泛，有亲和力，有责任心。4.具有良好的语言表达能力，具有较强的拓展能力，具有敏锐的孩童观察力和良好的沟通及引导技巧。5.善于学习，有很好的适应能力和抗压能力，参加公司组织的教研交流，教学研发，集中备课，培训等活动。
招1人,岗位职责：负责教导学员写硬笔和毛笔等任职资格：1、学历不限，有经验优先；2、具有与孩子的沟能力；3、能与家长讲解孩子的上课情况；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：周末两天，每天90分钟可接受兼职此贴长期有效
招5人,任职资格：1、本科及以上学历，师范类院校毕业优先；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
招1人,任职资格：1、中专及以上学历，心理学、幼儿教育等相关专业；2、熟悉儿童生活习性，了解儿童心理；3、普通话标准，口齿伶俐；4、热爱教育事业，工作积极主动、责任心强。
招2人,工作内容：幼儿园幼儿美术、手工，校园文化等职位要求：1.本科学历以上，美术类专业；2.2年以上教育机构或学校幼教相关学科教师工作经验优先；3.接受过心理学、教育学等方面的培训；4.具有美术功底，优秀的教学能力和良好的职业道德素养；5.熟练使用office办公操作软件及Photoshop、CorelDraw等设计软件，普通话标准；6.富有亲和力、爱心，具备良好的沟通表达能力；7.热爱教育行业，了解艺术培训连锁基地的教学工作；8.适应周末上班；9、有自己独特创意作画天赋者优先。工作时间：
招1人,工作内容：1、承担全园幼儿的体育课及户外活动的体育指导；2、完成教学部门主任安排的其他任务；3、配合幼儿园活动安排。职位要求：1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。体育院校毕业，有篮球教学经验者优先
招6人,高端家庭，汇悦台，带2岁半男宝宝，擅长早教，会做辅食，懂儿童心理学，不需要做家务。大专以上学历，性格好有耐心，待遇8000起，视能力而定，单休4天【1】大朗别墅客户急请阿姨带8个月宝宝要求阿姨有爱心，有责任心，要求阿姨活泼，懂早教，喜欢小宝宝，工资8000-9000月休4天包吃住【2】上沙高端客户:宝宝六个月，请育婴师带宝宝，要求会早教会做宝宝辅食，工资7000-9000休四天包吃住【3】松山湖别墅雇主找南方阿姨带2岁小宝，要求阿姨心态好，不计较，善良，喜欢小宝宝，会互动会早教优先考虑，工资8000以上休4天包吃住，工资不是问题，做好有加【4】虎门万达客户，一家三口，请住家育婴师带满月宝宝，做饭做卫生，要带睡，白天宝妈帮忙带宝宝，要求阿姨爱干净，喜欢宝宝，工资6000-8000休四天包吃住【5】沙井户主请住家阿姨，房160平米，3口之家，小宝5个月，主要带小宝，哪里人不限，要求阿姨有责任心，有爱心，工资6000-8000，包吃住休4天
招3人,岗位职责：1、负责学生的教研等方面的工作；2、完成机构安排的教学任务。任职资格：1、具备教育心理学知识，较强的授课能力；2、具有较强的亲和力，讲课生动活泼，知识面宽广；3、热爱教育事业，工作积极主动、责任心强。4、有经验者优先（全职兼职均可）
招10人,岗位要求：1，能歌会舞，有爱心耐心，而爱孩子2，有蒙氏全日班主班经验优先录取，3，一日流程安排，懂得儿童心理学，正面管教岗位薪资福利：（1）薪资面议；（2）餐饮、补贴、员工旅游、补充医疗保险、专业培训、绩效、奖金、年终奖金、包住（4）一系列的激励晋升机制和提升发展空间，各种带薪专业培训和培训津贴，为您打造一个良好的学习平台；（5）高素质、专业化的工作团队，优美整洁的办公环境，融洽和谐的工作氛围为您提供良好的工作环境。具体联系方式如下：地址：东莞市麻涌镇麻涌镇华阳湖创客坊1栋1201-1202号铺温馨提示：（附近建筑：肯德基上面）
招若干人,工作内容1、积极参与中心组织的各种培训、教研和会议等活动； 2、具有1年以上教学经验，形象气质俱佳或教师资格证、心理学证书优先考虑； 3、有参与正规的大型比赛经验，学习交流经验优先； 4、服从机构工作安排；5、积极主动和学生家长沟通，综合各方建议，维护好同家长的关系；6、排演节目、学员考级安排。任职要求： 1、舞蹈相关专业毕业；2、配合课程顾问完成家长沟通及成交 3、根据教学情况及时反馈，做好学员家长沟通回访工作； 4、上课生动富有趣味性。
招2人,岗位职责：1、协助主班老师做好班内教学工作；2、协助主班老师做好家园联系工作；3、协助主班老师收集、整理家园教育资料，并及时归档任职资格：1、中专及以上学历，心理学、幼儿教育等相关专业，大专学历优先。2、具有教师资格证优先。
招15人,招聘学科：数学、英语、语文、物理、化学薪酬待遇：（1）薪酬分为基本工资+课时工资+全勤奖（2）晚上加班有加班补助，节假日有补贴（包含实习期）（3）每半年评一次级，每升一次级别底薪及课时费都对应增加（4）每周一次教师评比，当周*名现场奖励（5）一般每月薪资综合可达4000-6000，优秀教师可达每月8000+工作内容：（1）熟悉中学生的生活及学习特点，善于因材施教，能开拓发掘组织多种教学方式，灵活教学。（2）根据不同程度学生，制定专项辅导计划，帮助学生们尽快找到学习方法。（3）能迅速把握学生的学习特点，并制订相应的教学安排，给学生恰当的学习方法指导。（4）参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；（5）完成教学部门主任安排的其他任务。（6）晚自习辅助孩子学习。职位要求：（1）本科及以上学历，师范类院校毕业优先；（2）具有丰富的教学经验和一定的教学研究工作经验者优先考虑；（3）熟练掌握办公软件和互联网的使用技巧；（4）具备教育心理学知识，较强的授课能力；（5）具有很强的中文表达能力，普通话标准，口齿伶俐；（6）具有较强的亲和力，讲课生动活泼，知识面宽广；（7）热爱教育事业，工作积极主动、责任心强。
招5人,岗位职责：1、负责学生声乐教学、教研等方面的工作；2、完成教学部门主任安排的其他任务。任职资格：1、音乐专业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：每天8小时
招12人,岗位职责：1、负责学生的教学、教研等方面的工作；2、完成教学部门主任安排的其他任务。任职资格：1、音乐专业，有键盘基础优先；2、具有丰富的教学经验和一定的教学研究工作经验；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。工作时间：工作日每天8小时
招6人,协助幼儿园内的后勤服务工作；2、负责幼儿园的家庭教育指导工作；3、负责幼儿园的亲子早教工作；4、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。：备注；如有意直接电话联系，由于工作原因留言不能及时回复大家
招3人,1、专科及以上学历，心理学、幼儿教育、体育等相关专业；2、具有1年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、热爱教育事业，工作积极主动、责任心强。
招3人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招2人,精通书法，具有一定的书法常识和书法理论知识。1.具有丰富的教学经验和一定的教学研究工作经验；2.具备教育心理学知识，较强的授课能力；3.具有很强的中文表达能力，普通话标准，口齿伶俐；4.具有较强的亲和力，讲课生动活泼，知识面宽广；5.热爱教育事业，工作积极主动、责任心强；
招3人,岗位职责：负责幼儿的亲子早教工作；任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：
招2人,岗位职责：负责中心的托育教育工作。任职资格：1、大专及以上学历，有教师资格证；2、有工作经验者优先考虑；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：周一至周五
招10人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招若干人,身体健康、五官端正，大专以上学历。教育学、心理学、计算机、设计专业均可，有教育培训机构工作经验者优先。工作环境：温馨、舒适、专业工作内容:1、制定上课计划并组织编写教案；2、做好体验课跟进并及时沟通和反馈；3、知识点讲解及创新，提高上课质量及趣味性；4、做好已上课小朋友家长的沟通工作；5、配合中心各项竞赛、活动。任职要求：1、有乐高老师或教育相关岗位工作经验者(优先)；2、良好的沟通表达和语言组织能力，喜欢孩子，亲和力强；3、有一定的研究能力，能够吸取新知识完善自己，提高上课质量；4、做事认真踏实，有条理性、逻辑思维能力及执行力强，有良好的团队合作意识。薪酬福利待遇：1、底薪+课时费+补贴+其它福利；2、定期的系统培训学习（无工作经验条件特别优秀者，统一提供带薪培训）；3、广阔的晋升空间，合理的晋级制度。我们不只专注于儿童教育，同样看重公司成员的培养发展真心期待您的加入
招50人,本公司从事儿童摄影；儿童水育培训招聘大量岗位工作人员，详情请电话咨询！任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：
招1人,负责公司个险渠道的人力发展、招募聘任工作。资格要求：1、全日制大学本科及以上学历。2、经济学、金融、保险、市场营销、工商管理、财务会计、管理学、法学、心理学等专业。3、具备良好的组织沟通和协调能力、强烈的责任心及良好的职业操守。4、学生干部、社团负责人优先。5、具有大型企业实习经验者，具有保险行业实习经验者优先。
招2人,1、本科及以上学历；2、具有丰富的教学经验和一定的教学研究工作经验；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力；6、热爱教育事业，工作积极主动、责任心强。工作日为周二至周日，周末无双休！有经验者或相关专业者优先。
招6人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3.、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5.、具有较强的亲和力，讲课生动活泼，知识面宽广；6.、热爱教育事业，工作积极主动、责任心强。工作时间：弹性，可兼职可全职，薪酬面议
招3人,岗位：全职儿童美术教师任职资格：1、本科及以上学历，师范或艺术类院校毕业；2、熟练掌握办公软件和互联网的使用技巧；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。工作时间：9:00-18:00
招3人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招若干人,"及时、准确接听/转接电话,接待来访客人并及时准确通知被访人员，身体健康、五官端正。教育学、心理学、计算机、设计专业均可，有教育培训机构工作经验者优先。工作环境：温馨、舒适任职要求：1、教育相关岗位工作经验者(优先)；2、良好的沟通表达和语言组织能力，喜欢孩子，亲和力强；3、有一定的研究能力，能够吸取新知识完善自己，提高上课质量；4、做事认真踏实，有条理性、逻辑思维能力及执行力强，有良好的团队合作意识。薪酬福利待遇：1、底薪加补贴加其它福利；2、定期的系统培训学习（无工作经验条件特别优秀者，统一提供带薪培训）；3、广阔的晋升空间，合理的晋级制度。我们不只专注于儿童教育，同样看重公司成员的培养发展。真心期待您的加入！！！！"
招若干人,吃苦耐劳，尽职尽责，热爱餐饮业
招6人,20-30岁以内，专业限播音主持、表演、学前教育、舞蹈，英语等艺术类河教育类相关专业；性格活泼外向，形象气质佳，由广播电台主持经验，少儿口才经验，英语，舞蹈教学经验者优先录用，有教师资格证优先考虑。任职资格：1、教育等相关专业者优先考虑；2、具有1年以上教学管理工作经验者优先考虑；3、熟练使用各类办公软件，熟悉数据库管理及网络应用；4、具有良好的沟通能力、应变能力和学习能力；5、热爱教育事业，对教育行业充满献身精神；6、具有良好的耐心，工作踏实，细致认真；7、具有优良的职业操守，较强的敬业精神，有良好的合作意识。
招5人,一、新媒体运营编辑兼摄像师，2名（一）、岗位要求1.有视频摄录剪辑经验。2.能撰写宣传报道材料。3.有党政机关、国企、事业单位相关岗位工作经验优先，特别欢迎油田短期离岗职工加入团队。4.有驾照有私家车。（私车公用有补贴）（二）、工作内容1.会议活动拍照录像。2.政府、企事业单位新媒体平台撰稿运营。（三）、待遇1.薪资5千元起，不设上限。2.足额缴纳社会保险。3.提供午餐，在办公室就近饭店用餐。二、经营管理部主任，1名（一）、岗位要求1.能熟练应用office办公软件进行文档整理和报表统计分析，能用ps软件进行简单的图片处理，能熟练使用照相机。2.工作严谨，责任心强。3.有统计、会计、质量管理工作经验优先录用。4.年龄不限。5.有驾照有私家车。（私车公用有补贴）（二）、工作职责1.负责公司项目运行数据分析与质量考核。2.负责客户回访。3.负责办公室各类文档整理与递送。4.负责办公室内勤管理。（三）、待遇1.薪资3千元起，不设上限。2.足额缴纳社会保险。3.提供午餐，在办公室就近饭店用餐。三、企业介绍1.企业名称：东营凡默网络技术有限公司3.主营业务：公司主要业务涵盖公司自有新媒体平台运营、甲方新媒体平台代运营、视频拍摄制作、网络媒体传推广、网络舆情管控、网络营销策划和软件开发。
招若干人,会美容美体，积极向上，充满正能量的有志人士优先录用！
招3人,岗位职责：1、协助幼儿园内的后勤服务2、专科及以上学历，心理学、具有2年以上幼教教学经验者优先考虑；3、具有一定的文艺表演能力，普通话标准，口齿伶俐；4、热爱教育事业，工作积极主动、责任心强。
招10人,岗位职责：1、协助负责会员服务工作；2、负责会员家庭教育指导工作；3、完成亲子早教课工作；4、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：
招10人,工作内容：售楼部接待客户职位要求：形象好，性格开朗，健谈，有随机应变能力。从事过房产行业优先工作时间：朝九晚五
招2人,"岗位职责:1.热情接待顾客,了解顾客需求并引导消费;2.水果削皮、鲜榨果汁的加工制作3.积极做好卫生清洁工作,保持器具及环境卫生4.负责进货验收、上架陈列、补货、退货、防损等日常工作;任职资格:1.初中以上学历、热情友好、积极上进、有团队合作精神;2.18—35岁左右、身体健康、五官端正、身体匀称;3.能吃苦耐劳、有责任心、有亲和力、具有较强服务意识及沟通能力;4.具有观察力以及问题解决能力;5.有工作经验者优先。薪资待遇：底薪+考核奖+达标奖+分红带薪休假+工龄工资+年终奖求职者可就近选择面试地址"
招若干人,妙卡龙国际英语是国内领先的青少儿英语教育学校。现因横店妙卡龙国际英语学校成立诚聘以下英才：一、助教数名：岗位描述：(1)负责试听课程和日常的教学活动的支持，维护体验课程的教学。协助外籍老师进行课堂管理。(2)与家长保持良好的沟通，取得家长对中心与课程的及时反馈，保证中心与学员的通畅沟通。(3)维护及跟踪现有学习状况，追踪学员的学习进度。(4)协助处理教学中的日常事务，协助其它部门完成学校组织的各种活动。(5)善于学习多元化的沟通式教学，定期接受教学体系、教材体系课程培训，提高自身专业度。(6)对自己有完整的教师职业规划，重视团队合作精神和保持教学欲望，享受工作带来的乐趣。(7)遵守学校考勤与教学等管理制度，始终保持代表妙卡龙英语品牌专业仪表，树立妙卡龙在东阳分校的行业口碑。任职资格：(1)喜欢教育行业，爱孩子，外向富有亲和力、有耐心，有了解儿童心理者尤佳。(2)持有教师资格证，有少儿英语教学经验者优先。(3)流利的英语听说读写能力，能熟练运用英语口语，具有和外教沟通协调的优秀能力。(4)英语专科及专科以上学历，英语专业尤佳，发音标准。(5)熟知儿童心理，具备一年及以上幼儿或儿童英语教学经验优先【福利】：1、提供岗前培训。2、所述人员一经录用，待遇从优。加入妙卡龙国际英语，您将得到：完整有效的培训，持续的校方支持，轻松愉快的人际关系，平等的晋升机会，带薪节假日等。我们是一个国际化的英语教育精品学校，快来加入我们！
招6人,试用期两个月，试用期工资3500+提成，转正后年薪6-15万有无经验皆可，接受应届毕业生，招聘店面导购和业务员另诚招有经验的优秀店长，有意向电话联系面试详谈工作时间：8:00-17:00，月休4天欢迎电话咨询工作地点以下门店皆可：东阳国际建材城B9区115号东阳红星美凯龙东阳汉宁东路116号东阳兴平路291号（银泰斜对面）横店十里街7号
招1人,雀辉饰品厂招聘，联系时请说是在58同城上看到的1、统计类工作者优先考虑；2、做事认真、细心、负责；3、具有服务意识，能适应较大的工作压力；4、机敏灵活，具有较强的沟通协调能力。在职资格：1、男女不限，初中或以上学历；2、能吃苦耐劳，身体健康。3、认真负责、具有长期发展期望4、有较强的责任心，能吃苦耐劳，富有团队精神公司福利：1、本厂福利好，待遇高！管理理智性，人性化！3、包吃2餐荤素搭配，营养均衡（中餐+晚餐）！4、设有单人间，夫妻房，热水器，空调俱全！5、五马塘夜市边上交通方便，有经验者优先录用！本公司是一家专业做的合金饰品工厂，厂房地址位于：浙江省金华市东阳市鑫园路5号右侧3楼。这里交通便利，位置在五马塘夜市附近，一经录用待遇优良，本厂一年四季都有货无淡季，生产力度饱和，包吃包住，星期天不加班。
招3人,岗位职责：1、大学专科及以上学历；有教师资格证2、具有丰富的教学经验和一定的教学研究工作经验；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强，踏实肯干，有团队精神。时间：开学期间周一至周四上班早上9点到12点，下午6点到晚上10点，周五休息。周六周天早上8点到12点，下午2点到6点学生多的情况下还需要加班
招6人,1、大学本科及以上学历；2、具有丰富的教学经验和一定的教学研究工作经验；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强，踏实肯干，有团队精神。公司福利：1、底薪+年底奖金2、正常上下班公司缴五险+每月团建3、薪酬：年收入4-7万根据个人能力上不封顶
招3人,有经验者优先，中专学历及以上，专业学前教育学，教育学，心理学，人力资源等优先
招5人,"岗位责任：1，维护、拓展招聘渠道，确保按时保质地满足公司用人需求；2，根据各部门的用人需求，独立开展招聘工作，实施招聘计划，筛选简历，电话邀约及面试；3，组织面试，对候选人进行客观评估，能够给用人部门提供专业建议；4，负责候选人面试结果跟进，以及候选人背调工作；5，负责员工入职、离职手续跟进办理工作；6，人事行政部其他工作协助.任职要求：1、中专以上学历，人力资源、心理学相关专业,深耕招聘模块；2、熟悉招聘流程及各种招聘渠道，熟练运用各种招聘工具和方法；3、具备良好的职业操守及团队合作精神；4、具有优秀语言表达和沟通应变能力，做事认真细心、积极主动、责任感强。5、敲黑板：本公司轮休制，请大家看清楚才投简历。我们能提供的：1，有竞争力的薪资+餐费补贴+年终奖+社保+节日礼品；2，社会保险：统一购买社保五险；3，员工活动：员工生日会、员工聚餐、咖啡吧、下午茶、不定期员工活动、年会等；4，公司氛围：舒适、整洁的办公环境，充满活力与时尚的年轻团队，自由活跃的工作氛围，漂亮的小姐姐、年轻的小鲜肉、Nice的领导。5，只要您是精英人才，我们可以提供高薪"
招2人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招3人,岗位职责：1.按照汤姆之家设定的3-15岁孩子各阶段教学目标和计划。2.保质保量地完成既定的教学任务:备课、练课、试讲、上课以及相关作业批改，记录及相关教研任务；3.负责对应的学员工作及家校沟通工作、电话回访、微信互动、补课等工作，对学生的学习效果进行巩固和提升；4.承担课程辅导和课程咨询答疑等工作；5.教学设备的维护和管理；任职资格：1、本科及以上学历，英语专业师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验者优先；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的英语表达能力标准，发音标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：8小时/天、双休
招2人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招2人,任职资格：1、大专以上学历，要求具备教师资格证，心理学、幼儿教育等相关专业优先；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招3人,1、专科及以上学历，心理学、幼儿教育等相关专业和幼儿教师资格证；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的沟通能力和亲和力；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招5人,岗位职责：诚实守信、责任心、团队合作、执行力强；能力：自信、主动性、亲和力、沟通能力、客户服务意识、耐心；技能：消费者心理学；陈列知识；顾客服务意识；产品知识；销售技能；顾客服务技能；工作内容：负责店铺日常产品销售推广，配合公司进行账目管理及申报；工作时间：9:00-23:00
招10人,工作内容：懂儿童心理学，协助摄影师完成拍摄工作职位要求：工作时间：9:30-18:30
招若干,任职资格：1、大专以上学历，师范类院校毕业优先考虑；2、具有一定的教学经验，师范类院校应届毕业生亦可；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
招若干人,岗位职责：1、协助主班进行教学工作，有爱心，团队合作能力强，擅于与人沟通2、热爱教育事业，工作积极主动、责任心强3、专科及以上学历，心理学、幼儿教育等相关专业4、英文口语过关，在外贸公司工作优先5天工作制，有意可到店面议
