Require_num,Job_description
招1人,岗位职责：1、负责幼儿园的教学工作；任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业，有园长证；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：国家规定正常工作时间
招8人,要求：（只招全职，请先投简历勿先电话）1，美术类/艺术类专业或师范专业毕业，本科及以上学历；2，具有丰富教学经验，愿意参与教学研究工作；3，具备教育心理学知识，能够理解儿童年龄特点；4，具备很强的表达能力，性格开朗，普通话标准，普通话水平测试二级及以上优先；5，具有较强亲和力，讲课生动活泼，知识面宽广，愿意随学校要求调整课堂内容；6，热爱教育事业，工作积极主动，责任心强，有素描/色彩/油画基础优先。
招5人,1、心理学、幼儿教育等相关专业优先2、有幼教经验者优先考虑3、有一定的管理经验，亲和力强4、有一定的文艺表演能力，普通话标准，口齿伶俐5、热爱教育事业，工作积极主动，责任心强。
招若干人,热爱孩子，热爱幼儿教育，有一定的幼儿心理学幼儿教育学基础。愿意长期在学前教育领域发展，愿意为教育梦想而努力奋斗的精英。
招2人,1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验，对奥数感兴趣者优先；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。8、一经录用，待遇从优；
招若干人,招聘条件要求:1、身体健康，有健康证2、学前教育专业及以上学历，心理学、幼儿教育等相关专业；3、热爱幼教、敬业好学、能吃苦、服从工作安排，工作能尽心尽责，有团队精神。4、有一定的班级管理能力和上进心5、有一到两年以上幼教教学经验、持有教师资格证者优先考虑。
招5人,1.男女不限，专科及以上学历，心理学、幼儿教育、音乐、美术、英语专业等相关专业；2.有1年以上幼教或早教工作经验者及教师资格证优先；3.热爱教育事业，个性开朗，有激情，人际交往能力强，善于表达，亲和力强；4.熟悉幼儿生活习性，了解幼儿心里；5.具有一定文艺表演能力，普通话标准，口齿伶俐，工作积极主动，责任心强。福利：包吃住+办理五险+带薪培训待遇：底薪+课时费+提成+年终奖
招2人,岗位职责：1、负责幼儿园的亲子早教工作；2、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、热爱教育事业，工作积极主动、责任心强。
招3人,位职责:1.福利：新员工生活补助，双休，带薪年假，绩效奖金2.本科及以上学历，师范类或教育学、心理学专业毕业；3.熟悉中学课程，对教育学生有独特的见解，有相关授课、辅导经验；4.良好的书面、口头表达能力，工作条理性强；5.富有亲和力、爱心、责任心、耐心，善与人交流，能够与学生进行良好的互动与沟通；6.熟悉学生的学习特点，善于因材施教，能开拓挖掘组织多种教学方式，灵活教学。7.有较强的团队协作意识，适应能力强，认可本教育机构的教学理念及团队氛围。8.具有教师资格证
招1人,任职要求1、热爱教师工作，有少儿教学工作经验优先。2、具备教育心理学知识，较好的授课能力。3、艺术类大学、师范类大学毕业者优先。4、必须有硬笔正楷书法基础，善于因材施教，灵活教学；5、普通话标准流利，有亲和力，耐心细致，责任心强，擅长与家长、学生沟通。工作地点：1、兴宁区中海国际社区2、良庆区绿地国际花都3、良庆区天誉花园
招1人,工作内容：1、对患者的心理成长，人格发展等做出全面评估，进行诊断。2、制定心理治疗计划，并做出指导实施。职位要求：1、大专及以上学历，心理学相关专业，有心理咨询师证或心理治疗师职称；2、一年以上的心理咨询、个人成长或培训工作经验；3、熟练掌握心理咨询，心理治疗相关方面的专业知识；4、普通话标准，善于沟通，亲和力强，善长团队协作。工作时间：行政班，双休。
招5人,具备教育心理学知识，较强的授课能力；中文表达能力，具有较强的亲和力，讲课生动活泼，知识面宽广；热爱教育事业，工作积极主动、责任心强。有意者请打电话主动联系投简历不经常看。
招1人,1.热爱职业教育，有较强的敬业精神和责任心；2.心理学或相关专业，熟悉心理辅导工作；3.团队精神好，有相关实习经验者；4.良好的语言表达和沟通能力；5.持有“心理咨询师”之类上岗资格证
招6人,1、美术院校本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。素描、色彩、速写专业扎实，能胜任高考美术教学的能力。有能力，你就来。
招若干人,招聘助理的职位要求：要求大专以上学历，心理学/医学/教育学相关专业毕业或者有二/三级心理咨询师证书者优先考虑，熟练电脑，口齿伶俐！
招若干人,1、大专以上学历，学术类或者师范类院校相关专业。2、会上国画课，具有良好的功底。3、具有教育心理学知识和较强的授课能力。4、具有较强的亲和力，讲课生动活泼。5、热爱教育事业，工作积极主动，责任心强。6、薪酬福利待遇:底薪＋提成＋课时费工作时间:行政班
招若干人,负责店面收银、结算、理账工作，有收银工作经验者优先，公司会定期培训，提升员工的各项技能，包括顾客心理学、销售技巧等，我们欢迎愿意拼搏进取的你加入我们的团队，一起笑一起闹一起实现我们的人生目标！
招4人,1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：周一——周五，法定节假日放假，有寒暑假。
招2人,岗位职责：1、维护新老来访咨询者，做好来访者的后续持续的跟踪服务；2、负责与来访者进行有效沟通，根据来访者需要提供相应咨询服务、预约工作；3、完成心理学相关文章的排版与发布以及网站后台管理；4、负责心理咨询相关产品比如：心理设备、知识付费、心理咨询技能培训课程、心理沙龙等的维护；5、对接社区政府采购项目和企事业单位的心理EAP服务；6、其他内勤客服类工作。职位要求：1.心理学或医学、教育学、有销售工作经验等相关专业背景为佳2.大专以上学历，如已取得心理咨询师三级证书优先3.能熟练使用各种办公软件，有一定的文案写作能力4.人格健康，学习意识强，执行力强5.明确自己的发展方向，有高度责任和职业道德，有团队合作意识，能独立工作，认同本公司服务理念。工作时间：09:00-12:00，14:30-18:00；5.5天/周
招8人,岗位职责：1、协助训练中心内的学员感觉统合训练工作；2、负责中心的家庭教育指导工作；3、收集、整理家园教育资料，并及时归档。任职资格：1、幼师及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：
招5人,岗位职责：1、协助中心后勤服务工作；2、负责中心的家庭教育指导工作；3、负责中心的亲子早教工作；任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有1年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招4人,工作内容：1.专科及以上学历，师范类或教育学、心理学专业毕业；2.熟悉中、小学课程，对教育学生有独特的见解；3.良好的书面、口头表达能力，工作条理性强；4.富有亲和力、爱心、责任心、耐心，善与人交流，能够与学生进行良好的互动与沟通；5.有较强的团队协作意识，适应能力强，认可本教育机构的教学理念及团队氛围。有时候工作繁忙，没有时间去看简历，可以直接电话联系黎老师职位要求：工作时间：
招1人,岗位职责：1、协助幼儿园内的后勤服务工作；2、负责幼儿园的家庭教育指导工作；3、负责幼儿园的亲子早教工作；任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、热爱教育事业，工作积极主动、责任心强。工作时间：
招2人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招5人,岗位职责：1.担任咨询者的课程顾问；2.参与组织市场招生活动；3.负责电话咨询、当面咨询、咨询回访，提供咨询服务；任职资格：1.市场营销、心理学或计算机相关专业；2有较强的应变能力及表达能力，具有团队合作精神；4.形象气质好，良好的沟通表达能力，良好的演讲能力；
招5人,岗位优势:1.无需投入就可以享受公司分红2.一般用心做收入不低于3500元每月3.佣金无限.高的一单可买豪车豪房4.提升无限沟通能力，客户心理学能力，谈判能力，认识社会顶层成功人士5.一生选择打工碌碌无为还是选择拼搏5年有豪宅豪车就看你的选择了岗位职责：1、负责电话客户跟进引导2、组建销售队伍，培训销售人员；3、激励销售人员，培养员工价值观，事业观4、传播企业正能量任职资格：1、欢迎不干平凡生活现状的对生活有危机意识的合伙人加入2、欢迎有想提升能力的人加入3、欢迎想提升生活品质，想买房买车的人加入4、欢迎想提升成功人士交际圈的伙伴加入6、只要你有事业野心的无经验也可破格培养栽培7、只要你肯下定决心只要给自己半年时间一切奇迹皆有可能工作时间：9：00-6:30月休4天，享受国家法定节假日。
招若干人,主班教师 福利待遇：2500—3500元，五险、专业培训。具体薪资面议。 任职要求：1、大专及以上学历，心理学、学前教育等相关专业2、具有幼师教师资格证书；3、有英语、美术、钢琴、舞蹈等艺术特长者优先。4、两年以上教学经验，有幼儿园教学经验者优先。幼儿园配班教师 福利待遇：2500-3000元。专业培训。具体薪资面议。 任职要求：1、大专及以上学历，心理学、学前教育等相关专业2、具有幼师教师资格证书；3、有英语、美术、钢琴、舞蹈等艺术特长者优先。4、两年以上教学经验，有幼儿园教学经验者优先。
招5人,职位描述：招聘5人，经验不限，学历不限，可接受应届毕业生；工作地点在高新区高新大道150号莱茵鹭湖小区幼儿园。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者悠闲考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动，责任心强。如有意向，可直接打刘园长电话咨询。
招1人,1、中专毕业以上或具有同等学历。2、掌握餐饮管理基本理论，熟悉烹饪、酒水、成本核算、预算控制、市场调研，制订价格等专业知识和餐饮服务接待礼仪。3、了解市场营销、服务心理学以及营养卫生知识和国内外各地区各民族的风俗习惯和口味特点。4、有指挥控制和组织实施本部门工作、全面完成预算管理目标和成本核算经济分析的能力。5、有与其它部门协调工作、坚持以市场为导向，以成本为中心，参与市场竞争，扩大营收、提高质量、创新品种、控制成本、增创效益、领导组织接待各种大型宴会与会议的能力。6、有较好的语言表达能力。7、爱护和关心员工，有激励和调动员工积极性的能力。8、曾任餐饮部副经理三年以上。
招1人,一、岗位职责：1、主要负责电子商务公司的财务核算；2、往来帐款审核；电商各平台的精细对账；3、出具电商每月财务利润表，完成公司三大报表、财务预算、成本核算；4、稽核公司财务弊病，规范财务流程和操作；各项财务支出审核；5、编写公司财务制度及报销流程操作规范等相关制度；6、一天8小时，周休一天6、负责销售数据的统计与整理分析，并形成报表；7、其他相关普通财务工作；8、完成领导交代的各项事项；【任职资格】1、1年以上会计工作经验；2、熟练使用财务软件及各种办公软件;3、具有良好的职业道德和品行，对财务工作有很强的执行力；4、具有良好的强沟通能力及团队合作意识、工作认真、责任心强。
招10人,基本要求1、处理电脑的各种软件、硬件故障及网络故障，办公设备的日常维护，电脑故障的排除等；2、熟悉局域网的构建;具备一定的服务器、路由器安装、调试能力；3、熟悉综合布线或监控工程安装，调试检修等。4、办公电脑、办公设备（传真机、复印机、交换机等）的检查与维护；5、能吃苦耐劳，热爱本职工作能服从企业的工作安排，具有良好的团队协作精神；
招若干人,负责仓库日常物资的验收、入库、码放、保管、盘点、对账等工作
招若干人,在师傅的直接教导下，学习并掌握生产技艺、技巧
招10人,"岗位职责：工作职责:1、学前教育、教育学、心理学、文学等相关专业2、思维清晰，条理性强，沟通、表达能力佳热爱幼（少）儿教育事业，有幼（少）儿教育/培训工作经验优先3、教授2-15岁儿童潜能训练系列课程4、根据教学计划有效完成教学任务；5、参加课程教研活动及常规专业培训；6.、保持与家长定期沟通，构建良好的家校关系；7.、协助筹划、组织安排教学活动，8、参加指定校区的市场及服务活动,能做销售服务工作工作时间："
招200人,一、领班数名、储备干部2名；二、招聘要求：男女不限，身高170CM以上，18-45周岁（含）以内，身体健康，无犯罪记录，无纹身，有保安工作经验、保安证及相关工作经验者优先。三、薪酬待遇：1.工资3800-4800元/月，月休2-4天；2包住（不住补贴100元），节假日补贴，降温费，年终奖等；提供良好的发展空间和晋升平台；四、工作地址：南平市建阳万达商圈
招5人,薪资：3000元底薪+高抽成（每月平均：5000元至10000元以上不等）新人带薪培训。1.公司福利：满一年可缴交5险一金每年业绩突出者出国旅游满一年可缴交5险一金每年业绩突出者出国旅游2.上班时间：早上：8:30-12:00下午：14:30-18:00
招2人,你的职责：1、负责教师资格、教师招聘及各类考试的课程讲授以及后续相关的学员辅导等工作，保障教学目标的完成；2、参与授课方向所需资料的编写、研发和课改工作；3、承担教学课题的研究，着力进行各专项命题趋势、解题技巧以及教学方法与教学技巧的挖掘。4、确保授课学科的学员成绩及学员满意度；我们期待你是：1、学历：国内外本科及以上学历；211/985或硕士、博士学历优先；2、专业：心理学、应用心理学等专业；3、经验：有教学经验、演讲经验或相关考试经历的优先（无经验可培养）；4、能力：语言表达流畅，逻辑清晰，讲课条理分明，具备较强的学习能力和创新能力；5、技能：敢于公众演讲、PPT制作及有强烈的表达欲望；6、素养：勤奋努力、热情洋溢，热爱布道者职业，良好的道德修养，认同易公教育企业文化，良好的沟通意愿；7、意愿与精力：接受短期省内出差授课任务。我们能给予你：1、薪资标准：接受应届生：根据能力、专业、面试表现等因素定薪，上不封顶；985/211/双一流背景的优秀人才试用期月薪可8000-12000元起；往届生：根据实际授课能力、面试表现以及学历背景等确定具体薪酬，年薪12万起，上不封顶；2、免息贷款福利：在公司工作满一年以上并至少提升一个职介的，在南昌购房的，提供5-15万人民币的免息贷款；3、基本福利：五险一金+带薪假期(年假、婚假、产检假、产假、每天1小时哺乳假)+年终奖+带薪培训+绩效分红等；4、文娱福利：生日会+年度旅游+民主生活会+跨行业联谊等；5、特殊福利：公司会充分尊重员工对工作地点选择的意愿；6、长期激励计划：年终绩效分红计划、免息贷款计划；7、应届生菁英计划：资料员—初级讲师—星级讲师—学科组长—副院长——研究院院长；每一位教师按相应等级获得不同薪酬福利及发展平台。试用期间带薪培训，提高专业技能；定期组织在职进修，不断提升专业素质。
招若干人,任职职责：1.美术教育及幼师相关专业毕业，有儿童画、水粉、线描、素描及手工等教学经验者优先。2.掌握幼儿心理学等相关专业知识及良好的幼儿教育专业技能；3.耐心、细致、热情、亲和力较强，善于与孩子沟通。4.普通话标准流利，形象好，上课具有亲和力、良好的感染力。责任心强，工作勤奋，积极向上，愿意把少儿美术教育作为自己的职业理想追求！工作时间；做五休二，周二至周五下午上班，周末通班薪资待遇：3000底薪加课时费加全勤加奖金​。每年固定有数万元年终分红，国家节假日放假，每年有一次旅游，并提供升职加薪的机会，提供管理岗位。
招5人,热爱特教行业，有爱心、责任心，大专及以上学历（特教、心理学专业优先），普通话二乙以上，有教师资格证，教学生动活泼，知识面广。
招2人,需求专业：特殊教育/学前教育/艺术/心理学岗位职责：1、依据中心专业评估结果，制定针对不同儿童的个性化训练方案；2、孤独症儿童基本技能训练；提升孤独症儿童理解能力，对环境进行有效反应；3、互动教学，并有效进行引导性沟通，引发孤独症儿童沟通能力。岗位要求：1、特殊教育、学前教育、艺术、心理学等相关专业，专科科及以上学历；2、有爱心、耐心，了解孤独症儿童心理，致力于投身自闭症儿童教育事业。
招2人,招美术教师2名，教师要求有一年以上教学经验，能懂孩子教育心理学，各岗位提供培训机会，可提供住宿。
招10人,任职资格：1、具有丰富的教学经验和一定的教学工作经验；2、具备教育心理学知识，较强的授课能力；3、标准的中文表达能力，普通话标准，口齿伶俐；4、具有较强的亲和力，讲课生动活泼，知识面宽广；5、热爱教学事业，工作积极主动、责任心强。
招5人,岗位职责：1、负责班级幼儿的教学和班级管理工作；2、负责班级的家长联系指导工作；3、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：
招2人,岗位职责：1、负责幼儿园的家庭教育指导工作和幼儿的日常的半日中文教学活动；2、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、熟悉儿童生活习性，了解儿童心理；4、具有一定的文艺表演能力，普通话标准，口齿伶俐；5、热爱教育事业，工作积极主动、责任心强；6、有教师资格证。待遇：幼儿园提供三餐和住宿，办理五险。
招若干人,1、性格开朗，爱交朋友，能吃苦耐劳；2、热爱销售工作、对心理学感兴趣、态度端正的应届毕业生等均可培训上岗；有过相关经验者优先考虑!3、具有一定的抗压能力，面对困难，敢于挑战自我；做事有激情、自信，认真负责，有团队合作精神和执行力；能服从上级安排有较强的沟通能力和自我营销能力，有强烈的销售意识。4、只要你打字熟练，善于交流，我们就愿意给你机会； 工作内容;1、公司提供资源，利用网络和客户建立良好的沟通；2、有效沟通了解到客户的需求痛点，按要求筛选出意向客户即可；3、一边培训一遍实践，用较专业的沟通技巧和话术与客户完美沟通4、网络客服，不打电话，不打电话，不打电话！！重要的事情说三遍。上班时间轻松，早八点半到晚上六点高大上的写字楼室内办公，不需要自己开发客户，免去风吹日晒寻找客户的辛苦每月休息4天，可倒休
招2人,1、协助幼儿园内的后勤服务工作；2、负责幼儿园的家庭教育指导工作；3、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有1年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；地点：南昌恒大小金星幼儿园
招2人,工作内容：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和一定的语言，C/C++；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。职位要求：1、负责学生的信息技术教学；2、完成教学部门主任安排的其他任务。工作时间：周一至周五
招2人,任职资格：1、心理学专业，取得国家心理咨询师资格证书，并有两年以上相关经验；2、熟悉心理咨询知识及技能，具备扎实的心理学理论基础，熟练掌握心理实验的基本研究方法；3、有良好的团队合作意识和奉献精神，认同社会工作的专业价值观，致力于社会工作行业发展；
招3人,龅牙兔儿童情商乐园，创立于2002年，中国儿童情商教育的权威机构，总部设立在南京，目前共有200多家儿童情商乐园遍及全国80多个城市。龅牙兔专注于3--12岁儿童情商教育，系统全面的提升儿童在自信心、情绪管理、人际交往、挫折抵抗、问题解决、独立性、同理心、责任心、自律等情商九项能力。为了进一步充实我机构师资队伍，为了更好服务社会，南昌地区现向社会招聘优秀教师2名、课程顾问2名、行政前台1名、教学主管1名。凡被我机构录用的，免费提供红谷滩高档小区住宿，并给予优厚薪资待遇和上升发展空间！⭐招聘专业：师范类院校或幼教专业、心理学专业优先录用⭐招聘条件：大专学历以上；有爱心、有责任心、有上进心；气质好，形象佳，诚恳开朗；热爱教育事业；⭐加入本机构除工资外还将获得如下福利：1、社会福利：入职即买意外保险，择期购买五险；2、学习福利：免费到总部培训及不定期充电学习；3、吃住福利：免费提供住宿和提供餐补；4、三节福利：春节、中秋、端午享受礼品礼物或红包津贴；5、年终福利：按照相应贡献，发放年终福利+奖金；6、团建活动福利：每季度根据业绩情况安排团建活动。7、晋升福利：条件优秀者，晋升参与管理队伍，并参与分红。⭐课程顾问（销售岗位）要求:开朗、乐观、自信、沟通表达能力强、抗压能力强，有课程顾问经验者优先录用！⭐销售主管有培训机构带团队经验者，优先录用！⭐情商训练师（教学岗位）要求：有教师资格证、有幼儿园、小学从教经验优先录用，会派送到总部进行情商训练专业培训考核。⭐工作时间：周一周二休息，周三到周日上班，周末较忙哦~周三周四9:00-18:00周五9:00-20:30周六周日9:00-19:00⭐诚挚欢迎热爱教育事业的您加入龅牙兔大家庭！我们有足够的发展空间和上升平台，就等优秀的你的加入！⭐学情商大未来⭐
招2人,岗位职责：1、负责班级幼儿及家长工作；2、有一定的职业经历热心负责爱孩子；3、学习能力强，对于大地课程善于学习运用1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：
招1人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、有教师资格证的优先考虑；3、亲和力强；熟悉儿童生活习性，了解儿童心理；4、普通话标准，口齿伶俐；5、热爱教育事业，工作积极主动、责任心强。
招20人,岗位要求：1、对销售工作热爱的，能吃苦耐劳的。2、对心理学感兴趣并有一定了解的。公司简介：本公司从17年成立至今已有8家分公司，400多名员工。主要经营教育的（包括亲子关系+情感问题），其中有曾在江西卫视节目中的胡剑云作为公司的首席导师工作内容：工作模式是网销，公司提供精准客户。福利待遇：1、无责任底薪+提成+奖金(面谈)1、底薪2530(基本工资2200+饭补130+全勤200）+提成(6%-10%)+奖金（日/周/月奖）+其他福利2、月平均工资5000元左右，中等6000-8000元，前几名：10000-20000元，管理层更高，享受公司分红。3，上班时间为：8：40--12:00，13:30--18:00，固定休息周日。公司新员工的平均薪资在6000-8000元左右。4、转正之后会缴纳五险，和员工签订劳动合同5、员工生日会、定期组织团建，其他的员工福利。上班时间：8:40-18:00（夏季），周日休息公司地址:高新区艾溪湖东泰豪高新工业园内康富科技2楼。坐地铁在艾溪湖东站4出口还有客服和文职类的工作供你选择，有兴趣可以联系我。
招2人,工作内容：负责教师招聘考试、教师资格证考试笔试面试课程研发与培训工作岗位要求：1.学前教育及教育学、心理学相关专业，研究生及以上学历（优秀者可放宽至本科生）2.语言表达能力较强，经过培训后能胜任授课工作3.有一定学习能力，愿意学习，不断提高自己4.愿意应对挑战，有一定抗压能力福利待遇：1.年薪10-15万2.五险一金3.年终奖金4.带薪培训5.带薪休假6.节假日福利7.公费旅游
招2人,1.维护人力资源招聘渠道，发布招聘信息；2.搜集简历，对简历进行分类、筛选，安排面试、入职等跟进；3.总结招聘经验并进行优化。1.大学统招本科及以上学历，人力资源、心理学等专业优先考虑；2.有房地产销售经验或有招聘、培训经验者优先；3.具有较强的抗压能力、沟通表达能力、人际交往能力；4.思维逻辑清晰、较强自制力。
招2人,任职资格：1、中专及以上学历，有教师资格证，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、有美术、舞蹈等特长优先录取；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：周一至周五
招5人,任职要求：1、有较强的电话沟通与协调能力，有教育学、心理学或社会工作经验者优先考虑2、有从事电话销售领域的经验。
招2人,工作内容：根据乐园特点编排课件及游戏，协助培训师对员工进行培训，性格开朗，富有爱心，亲和力好，喜欢孩子，有较强的语言沟通能力和应变能力，心理学、艺术类、幼儿教育等相关专业毕业，有过幼儿园教学经验者优先。提供住宿，每月给予宿舍100元补贴，满半年社保、法定三薪、工龄工资、生日福利、团队奖金等。
招2人,岗位职责：1、协助幼儿园内的后勤服务工作；2、负责幼儿园的家庭教育指导工作；3、负责幼儿园的亲子早教工作；任职资格：1、高中及以上学历，心理学、幼儿教育等相关专业；2、具有1-3年以上幼教教学经验者优先考虑；3、具有一定的文艺表演能力，普通话标准，口齿伶俐；4、热爱教育事业，工作积极主动、责任心强。工作时间：一周5天工作日，周末休息，节假日按国家法定日期休息，特殊情况除外！
招2人,岗位职责：1、负责幼儿园的家庭教育指导工作和幼儿的日常的半日中文教学活动；2、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、熟悉儿童生活习性，了解儿童心理；4、具有一定的文艺表演能力，普通话标准，口齿伶俐；5、热爱教育事业，工作积极主动、责任心强。待遇：幼儿园提供三餐和住宿，办理五险。
招20人,岗位要求：1、对销售工作热爱的，能吃苦耐劳的。2、对心理学感兴趣并有一定了解的。公司简介：本公司从17年成立至今已有8家分公司，400多名员工。主要经营教育的（包括亲子关系+情感问题），其中有曾在江西卫视节目中的胡剑云作为公司的首席导师工作内容：工作模式是网销，公司提供精准客户。福利待遇：1、无责任底薪+提成+奖金(面谈)1、底薪2530(基本工资2200+饭补130+全勤200）+提成(6%-10%)+奖金（日/周/月奖）+其他福利2、月平均工资5000元左右，中等6000-8000元，前几名：10000-20000元，管理层更高，享受公司分红。3，上班时间为：8：40--12:00，13:30--18:00，固定休息周日。公司新员工的平均薪资在6000-8000元左右。4、转正之后会缴纳五险，和员工签订劳动合同5、员工生日会、定期组织团建，其他的员工福利。上班时间：8:40-18:00（夏季），周日休息公司地址:高新区艾溪湖东泰豪高新工业园内康富科技2楼。坐地铁在艾溪湖东站4出口还有客服和文职类的工作供你选择，有兴趣可以联系我。
招1人,一、招聘岗位：储备加油站站长没有加油站从业经验也可以，只要有管理和销售经验即可。目前站长和副站长在职，会对新人培养3个月。然后旧站长调任公司其他部门，新站长正式上任。二、岗位职责1.组织和领导全站员工开展各项经营、管理、服务工作。2.做好加油站营销策略的制定、站级促销活动的展开、销售价格的执行。3.负责加油站的现场工作。日常巡查，带领员工做好加油站设备设施的清洁保养，解决现场客户投诉，保障加油站正常有序的运营。4.负责加油站的各项基础管理管理工作。进销存管理。领导会计做好各方面账务。5.完成上级交办的其他工作。三、任职条件1.出任过管理岗位，有加油站从业经验优先考虑。有物流运输相关从业经验也可；2.有一定的领导能力和团队凝聚力，能以身作则；3.具有较强的执行力、沟通协调能力、解决问题能力和服务意识；4.高中及以上学历；5.年龄35周岁以下。6、有驾驶证C证，有私家车。（因偶尔外出需要）四、待遇月薪5000—8000元（包含按业绩分红）。外出可报销油款等费用。五、工作时间站长为管理岗位，但是要参加早上7点的早会。所以每日工作时间是7点至18点。中午餐免费在公司吃。每个月3天选休假期，时间自由安排。春节和个别传统节日有假期。五、工作地点襄阳市南漳县龙华大道华新大桥浩天加油站办公楼工作前景：我公司自成立12年以来一直以实业为主，经营的项目不止加油站，晋升的岗位也经常会有。我公司CEO是90后，公司内部好沟通，制度少，工作靠自觉，工作高效，。欢迎有志青年来我公司，共同发展和进步。
