Job_name,Company,Region,Salary,Job_Category,Welfare,Edu_require,Experience,Url
凤凰路…|幼儿老师,三亚市天涯区谱霖斯顿幼儿园,三亚,面议,幼教/早教,"包吃,包住,周末双休",大专,不限,https://sanya.58.com/zhuanye/40753089710616x.shtml?psid=168306962206963661470432745&entinfo=40753089710616_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_168306962206963661470432745&tjfrom=pc_list_left_pt__168306962206963661470432745__115921448353857536__pt
吉阳|诚聘幼儿教师/蒙氏教师,三亚阳光贝贝幼儿园,三亚,面议,幼教/早教,"五险一金,包住,包吃,周末双休",不限,不限,https://sanya.58.com/zhuanye/26904014462015x.shtml?psid=168306962206963661470432745&entinfo=26904014462015_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_168306962206963661470432745&tjfrom=pc_list_left_pt__168306962206963661470432745__115921448353857536__pt
胜利路|英语老师,三亚红杉树智能英语教育咨询有限公司,三亚,面议,教师/助教,"包住,包吃",大专,不限,https://sanya.58.com/zhuanye/39890118085267x.shtml?psid=168306962206963661470432745&entinfo=39890118085267_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_168306962206963661470432745&tjfrom=pc_list_left_pt__168306962206963661470432745__115921448353857536__pt
凤凰路…|直聘幼儿教师,三亚市天涯区谱霖斯顿幼儿园,三亚,面议,教师/助教,"包吃,周末双休,包住",大专,1-2年,https://sanya.58.com/zhuanye/36176893691814x.shtml?psid=168306962206963661470432745&entinfo=36176893691814_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_168306962206963661470432745&tjfrom=pc_list_left_pt__168306962206963661470432745__115921448353857536__pt
吉阳|出纳,三亚宫满西廷餐厅,三亚,5000-8000元/月,财务/审计/统计,"包住,包吃,加班补助",不限,不限,https://sanya.58.com/zpcaiwushenji/40320064940802x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40320064940802&psid=168306962206963661470432745&entinfo=40320064940802_b&ytdzwdetaildj=0
亚龙湾|高薪招聘前台接待,三亚御黑堂茶饮店,三亚,2800-5000元/月,人事/行政/后勤,"求职保障,包住,包吃,年底双薪",不限,不限,https://sanya.58.com/renli/40612690726055x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40612690726055&psid=168306962206963661470432745&entinfo=40612690726055_b&ytdzwdetaildj=0
新风街…|美甲、美睫师五险一金包住,广州市茉善化妆品有限公司,三亚,5000-8000元/月,美容/美发,"五险一金,包住,话补,交通补助,饭补",不限,不限,https://sanya.58.com/meirongjianshen/40177836188292x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40177836188292&psid=168306962206963661470432745&entinfo=40177836188292_b&ytdzwdetaildj=0
商品街|招生主任,三亚剑桥国际外语培训中心,三亚,面议,教育培训,"五险一金,包吃,包住,话补",不限,不限,https://sanya.58.com/zhuanye/40718447389469x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40718447389469&psid=168306962206963661470432745&entinfo=40718447389469_b&ytdzwdetaildj=0
金鸡岭|文案策划,三亚星情茶坊,三亚,4000-8000元/月,编辑/出版/印刷,"包吃,包住",不限,6-7年,https://sanya.58.com/zpxiezuochuban/39213869182352x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=39213869182352&psid=168306962206963661470432745&entinfo=39213869182352_b&ytdzwdetaildj=0
大东海|德佑集团招聘房地产经纪人,海南世华房地产顾问有限公司,三亚,面议,房产中介,"交通补助,话补",不限,不限,https://sanya.58.com/zpfangchan/40532685254299x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40532685254299&psid=168306962206963661470432745&entinfo=40532685254299_b&ytdzwdetaildj=0
吉阳|高薪房产经纪人,三亚房华似锦房地产经纪有限公司,三亚,面议,房产中介,五险一金,不限,不限,https://sanya.58.com/zpfangchan/40056789955590x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40056789955590&psid=168306962206963661470432745&entinfo=40056789955590_b&ytdzwdetaildj=0
大东海|平台经纪人高薪提成,海南世华房地产顾问有限公司,三亚,5000-8000元/月,房产中介,None,不限,不限,https://sanya.58.com/zpfangchan/40531862285976x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40531862285976&psid=168306962206963661470432745&entinfo=40531862285976_b&ytdzwdetaildj=0
吉阳|高薪置业顾问+高提成,三亚房华似锦房地产经纪有限公司,三亚,面议,房产中介,五险一金,不限,不限,https://sanya.58.com/zpfangchan/40010075326119x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40010075326119&psid=168306962206963661470432745&entinfo=40010075326119_b&ytdzwdetaildj=0
迎宾路|销售代表,三亚品房阁房产营销策划有限公司,三亚,面议,销售,"包住,五险一金",不限,不限,https://sanya.58.com/yewu/40718679783464x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40718679783464&psid=168306962206963661470432745&entinfo=40718679783464_b&ytdzwdetaildj=0
陵水|网络销售2千+提成+包住,海南我房旅居集团有限公司,三亚,面议,客服,包住,不限,不限,https://sanya.58.com/kefu/40145117712529x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40145117712529&psid=168306962206963661470432745&entinfo=40145117712529_b&ytdzwdetaildj=0
建设街|高薪招聘做火锅牛肉师傅,三亚余味音乐餐吧,三亚,5000-8000元/月,餐饮,"包吃,包住,年底双薪,饭补,加班补助",不限,不限,https://sanya.58.com/zplvyoujiudian/40511675592838x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40511675592838&psid=168306962206963661470432745&entinfo=40511675592838_b&ytdzwdetaildj=0
亚龙湾|外卖打包员,三亚不仔美食管理有限公司,三亚,3000-5000元/月,餐饮,"包吃,包住,年底双薪,加班补助,话补",不限,不限,https://sanya.58.com/zplvyoujiudian/40497971257231x.shtml?tjfrom=pc_list_complement__168306962206963661470432745____&finalCp=0009001300000000000000000000_168306962206963661470432745&infoid=40497971257231&psid=168306962206963661470432745&entinfo=40497971257231_b&ytdzwdetaildj=0
梅列区|幼儿培训项目主管,三明市梅列区英杰语言培训学校,三明,4000-6000元/月,教学/教务管理人员,"房补,五险一金",不限,不限,https://sm.58.com/zhuanye/40706400942876x.shtml?psid=107871804206963347001653802&entinfo=40706400942876_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_107871804206963347001653802&tjfrom=pc_list_left_pt__107871804206963347001653802__115911385279168512__pt
三华南路|诚聘教师,将乐县心语福乐幼儿园,三明,1800-3500元/月,教师/助教,"五险一金,周末双休,加班补助",中专,不限,https://sm.58.com/zhuanye/39584533089050x.shtml?psid=107871804206963347001653802&entinfo=39584533089050_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_107871804206963347001653802&tjfrom=pc_list_left_pt__107871804206963347001653802__115911385279168512__pt
宁化县|教师,宁化县心语启慧教育中心,三明,2500-3500元/月,教师/助教,"周末双休,包吃",中专,不限,https://sm.58.com/zhuanye/39024770815894x.shtml?psid=107871804206963347001653802&entinfo=39024770815894_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_107871804206963347001653802&tjfrom=pc_list_left_pt__107871804206963347001653802__115911385279168512__pt
泃阳西…|幼儿园主班/配班老师,三河市星星皓幼儿园,三河,3000-4000元/月,幼教/早教,"包住,包吃,周末双休",大专,1-2年,https://sanhe.58.com/zhuanye/39115391073957x.shtml?psid=145666504206970778960068148&entinfo=39115391073957_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_145666504206970778960068148&tjfrom=pc_list_left_pt__145666504206970778960068148__116149207982964736__pt
泃阳|高薪诚聘口才老师,三河市蓝九天文化传媒有限公司,三河,3000-5000元/月,教师/助教,None,大专,1-2年,https://sanhe.58.com/zhuanye/37280510844555x.shtml?psid=145666504206970778960068148&entinfo=37280510844555_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_145666504206970778960068148&tjfrom=pc_list_left_pt__145666504206970778960068148__116149207982964736__pt
燕郊镇|销售助理,易族智汇（北京）科技有限公司,三河,5000-8000元/月,销售,"饭补,周末双休,话补,交通补助",不限,不限,https://lf.58.com/yewu/39392570569764x.shtml?tjfrom=pc_list_complement__145666504206970778960068148____&finalCp=0009001300000000000000000000_145666504206970778960068148&infoid=39392570569764&psid=145666504206970778960068148&entinfo=39392570569764_b&ytdzwdetaildj=0
燕郊城区|急招古筝老师高薪包住,三河市玲凡文化艺术传媒有限公司,三河,面议,教育培训,包住,不限,不限,https://sanhe.58.com/zhuanye/40520539226645x.shtml?tjfrom=pc_list_complement__145666504206970778960068148____&finalCp=0009001300000000000000000000_145666504206970778960068148&infoid=40520539226645&psid=145666504206970778960068148&entinfo=40520539226645_b&ytdzwdetaildj=0
三河|图书编辑,北京五月星光传媒文化有限公司,三河,面议,编辑/出版/印刷,求职保障,不限,不限,https://sanhe.58.com/zpxiezuochuban/40699777897374x.shtml?tjfrom=pc_list_complement__145666504206970778960068148____&finalCp=0009001300000000000000000000_145666504206970778960068148&infoid=40699777897374&psid=145666504206970778960068148&entinfo=40699777897374_b&ytdzwdetaildj=0
三河|方正ID排版,北京五月星光传媒文化有限公司,三河,面议,编辑/出版/印刷,求职保障,不限,不限,https://sanhe.58.com/zpxiezuochuban/40657661334662x.shtml?tjfrom=pc_list_complement__145666504206970778960068148____&finalCp=0009001300000000000000000000_145666504206970778960068148&infoid=40657661334662&psid=145666504206970778960068148&entinfo=40657661334662_b&ytdzwdetaildj=0
湖滨城区|前台,三门峡市湖滨区水木教育培训中心,三门峡,3000-5000元/月,前台/总机/接待,None,不限,不限,https://smx.58.com/renli/40579107897365x.shtml?psid=146827105206963851473851536&entinfo=40579107897365_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_146827105206963851473851536&tjfrom=pc_list_left_pt__146827105206963851473851536__115927528467267584__pt
湖滨区|红黄蓝入园过渡班老师,三门峡儿童潜能培训学校,三门峡,3000-6000元/月,幼教/早教,"五险一金,包住,加班补助,话补,交通补助",不限,不限,https://smx.58.com/zhuanye/21963786336652x.shtml?psid=146827105206963851473851536&entinfo=21963786336652_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_146827105206963851473851536&tjfrom=pc_list_left_pt__146827105206963851473851536__115927528467267584__pt
湖滨城区|网络主播,三门峡庆远飞祥网络科技有限公司,三门峡,5000-10000元/月,影视/娱乐/休闲,"包住,周末双休,加班补助",不限,不限,https://smx.58.com/zpwentiyingshi/40511595415203x.shtml?tjfrom=pc_list_complement__146827105206963851473851536____&finalCp=0009001300000000000000000000_146827105206963851473851536&infoid=40511595415203&psid=146827105206963851473851536&entinfo=40511595415203_b&ytdzwdetaildj=0
湖滨区|微信客服女,河南造梦文化传媒有限公司,三门峡,5000-8000元/月,销售,"加班补助,年底双薪,五险一金",不限,不限,https://smx.58.com/yewu/39987305640588x.shtml?tjfrom=pc_list_complement__146827105206963851473851536____&finalCp=0009001300000000000000000000_146827105206963851473851536&infoid=39987305640588&psid=146827105206963851473851536&entinfo=39987305640588_b&ytdzwdetaildj=0
湖滨区|设计员图文编辑,三门峡市湖滨区文靖图文设计制作部,三门峡,面议,美术/设计/创意,None,不限,不限,https://smx.58.com/zpmeishu/11114967907077x.shtml?tjfrom=pc_list_complement__146827105206963851473851536____&finalCp=0009001300000000000000000000_146827105206963851473851536&infoid=11114967907077&psid=146827105206963851473851536&entinfo=11114967907077_b&ytdzwdetaildj=0
嘉定城区|初中数学物理老师1.2w起+…,上海育林培训学校有限公司,上海,12000-20000元/月,教师/助教,"广告,五险一金,包住,话补,交通补助,加班补助",本科,不限,https://legoclick.58.com/jump?target=szq1pa3draOWUvYfXh6dmyOOuitYnj9Ynj9vnWcknW9Ong980v6YUykKuaYQP1KbnHD3nzYkn176sHEkmyEVmHbknBYQPjw-ryDQPyEQrAEKnWD1nHNLnH9YnHcdPHTKTHEkrjEkrjmznWTzrjbQTHDznHTkTHDznHTkTHbznWEKn9DQPH0OPjDdPjnvrjmLTHDKy-KxNDPxUA-1IAQ-uMEKnEDQTgGCmyqkpyOxrHTOgLP-mgFWp7qBmgP-gv7_UZkQsZGCmyqkpyOxnWTQP1TOnWKxuhR6IZRzuRq_UvIxmh71ugkQsA6JXMIx0gRGmvVxUyqbuRq1uy7zmv6xUA7OugFtnEDVnEDKnHcQP1n1nHcLPj9LnWN1P1T3rTDkTEDQTH66ujP-uARBsH0QPAcVPjnOuidBnWnLsHFhPy7buH0zrHTznkDQnWDLn1nQnW0YrH9OrHb1rH9dTHDznH01n1DzP1EOnWc3PW9Ln1mKTEDzTHD8nTDKOUSjOOaAOpvhTEDKpZwY0Znlszq1pa3draOWUvYfphqBs1qougbqFNNdFNFAFH91FNNLFHbkFH9vFNNdFN7DFNDvFhP_mgP10Aq_pyPO5gPY0h7YuyIOsAGfm-qKFhuGUh7_5HDhpMRV0jYQTyN3PLFpUjwJrHwgugGsPW7sNNFoEy0q5EDQnHc8n198nHTLsWDzTHTKnTDksWTkn103rHEOPWDdnHEOPjEkPTDdP1E_PWckTgVqTHDknjEzTHDknjDOP1TKP1wbuj7BnjEVPW9YuBYYPWmksH93mW9Vn1KWm16hujFWPjw-TEDkTEDKnTDKnWF-nHRBm1TvPAcknH93P9&adact=3&psid=178726745207017140127881598&entinfo=40840862202891_q&ytdzwdetaildj=0&finalCp=finalCp=000001230000000000110000000000000000_178726745207017140127881598&tjfrom=pc_list_left_jz__178726745207017140127881598__117632765419814912__zpjx
中原|实习老师,上海杨浦慧果果托育有限公司,上海,面议,幼教/早教,"五险一金,加班补助,周末双休",不限,不限,https://legoclick.58.com/jump?target=szq1pa3draOWUvYfXh6dmyOOuitYnjNznj0YP19YP1TdnM980v6YUykKuaYQP1KbnHD3nzYkn176sHEkmyEVmHbknBYQPjw-ryDQPyEQrAEKPWNLP1ckPjNdPWnvPW0KTHEkPHckP1ELrjELnjNzTHDznHTkTHDznHTkTHbznWEKn9DQPH0OPjDdPjnvrjmLTHcKy-KxNDPxUA-1IAQ-uMEKnEDQTgGCmyqkpyOxrHTOgLP-mgFWp7qBmgP-gv7_UZkQsZGCmyqkpyOxnWTQP1TOnWKxuhR6IZRzuRq_UvIxmh71ugkQsA6JXMIx0gRGmvVxUyqbuRq1uy7zmv6xUA7OugFtnEDVnEDKnHcQPHNvP1TkP1TQrjDdPWT1n9DkTEDQTHR-PHnOmHE3sHRBmvnVPANzPBd6mHF6sH9vmhnLuHNvPH9YmkDQnWDdPHmLnjTLnWcLrjNYrjE3THDznHNdPW0knj0QPWbQn1EdrHnKTEDzTHD8nTDKOUSjOOaAOpvhTEDKpZwY0Znlszq1pa3draOWUvYfphqBs1qougbqFNNdFNFAFH91FNNLFHbkFH9vFNNdFN7DFNDvFhP_mgP10Aq_pyPO5gPY0h7YuyIOsAGfm-qKFhuGUh7_5HDhpMRV0jYQTyN3PLFpUjwJrHwgugGsPW7sNNFoEy0q5EDQnHc8n198nHTLsWDzTHTKnTDksWTkPWTzrjcYnj0OrjndP10knEDdP1E_PWckTgVqTHDknjEzTHDknjDOP1TKnWEkuyNdPjcVnj0OPzYYPHKhsH9LmhDVrH-hPhnkPHFhrH0dTEDkTEDKnTDKmvnkrjubuj9zrHF6uHcQn9&adact=3&psid=178726745207017140127881598&entinfo=40520747847052_q&ytdzwdetaildj=0&finalCp=finalCp=000001230000000000110000000000000000_178726745207017140127881598&tjfrom=pc_list_left_jz__178726745207017140127881598__117632765419814912__zpjx
安亭|教师/助教,上海铭淼文化艺术传播有限公司,上海,5000-8500元/月,教师/助教,"五险一金,话补",大专,不限,https://sh.58.com/zhuanye/40640241448853x.shtml?psid=178726745207017140127881598&entinfo=40640241448853_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
陆家嘴|聘高中生物地理政治老师,上海学儒文化传播有限公司,上海,5000-8000元/月,教师/助教,求职保障,不限,不限,https://sh.58.com/zhuanye/37366248652681x.shtml?psid=178726745207017140127881598&entinfo=37366248652681_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
豫园|高薪1W4福利多保险顾问,中国人寿保险股份有限公司上海市普陀金沙江路营销服务部,上海,14000-28000元/月,保险顾问,"周末双休,五险一金,话补",大专,1-2年,https://sh.58.com/zpjinrongbaoxian/40828094650120x.shtml?psid=178726745207017140127881598&entinfo=40828094650120_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
长阳路|幼儿教师,上海市虹口好春光幼儿园,上海,4000-6000元/月,教师/助教,"五险一金,周末双休,加班补助",大专,不限,https://sh.58.com/zhuanye/34391288348214x.shtml?psid=178726745207017140127881598&entinfo=34391288348214_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
天山|人力资源实习生,润东汽车集团有限公司上海分公司,上海,面议,文员,"五险一金,周末双休,加班补助,饭补",本科,不限,https://sh.58.com/renli/40675245052163x.shtml?psid=178726745207017140127881598&entinfo=40675245052163_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
南汇周边|化学老师,天安人寿保险股份有限公司上海分公司,上海,6000-10000元/月,教师/助教,"五险一金,加班补助,年底双薪,周末双休,饭补",大专,不限,https://sh.58.com/zhuanye/40651129260180x.shtml?psid=178726745207017140127881598&entinfo=40651129260180_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
张江|美学艺术老师,上海书览教育科技有限公司,上海,面议,音乐/美术教师,None,不限,不限,https://sh.58.com/zhuanye/34736254679864x.shtml?psid=178726745207017140127881598&entinfo=34736254679864_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
张江|针灸师,上海决卓信息技术有限公司,上海,面议,针灸推拿,包吃,不限,不限,https://sh.58.com/zpanmo/40346999721095x.shtml?psid=178726745207017140127881598&entinfo=40346999721095_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
大场|课程顾问,上海龙王动漫文化有限公司,上海,面议,招生/课程顾问,"五险一金,话补",不限,不限,https://sh.58.com/zhuanye/40143160035470x.shtml?psid=178726745207017140127881598&entinfo=40143160035470_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
康桥|托班助教,上海焱丹教育科技有限公司,上海,3000-5000元/月,教师/助教,"五险一金,包吃,周末双休,年底双薪,加班补助",大专,不限,https://sh.58.com/zhuanye/40104145487120x.shtml?psid=178726745207017140127881598&entinfo=40104145487120_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
松江大…|英语教师,上海蕴才教育培训有限公司,上海,4000-8000元/月,外语教师,五险一金,本科,不限,https://sh.58.com/zhuanye/40266100699169x.shtml?psid=178726745207017140127881598&entinfo=40266100699169_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
上海|钢琴老师,上海黎饶文化传播有限公司,上海,8000-12000元/月,舞蹈老师,"五险一金,包住,加班补助",不限,不限,https://sh.58.com/zpjianshen/40009708886171x.shtml?psid=178726745207017140127881598&entinfo=40009708886171_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
吴泾|家庭教育心理咨询师,壹泽（上海）装饰设计工程有限公司,上海,面议,教师/助教,"五险一金,包吃,包住,周末双休,年底双薪",不限,不限,https://sh.58.com/zhuanye/40201090241288x.shtml?psid=178726745207017140127881598&entinfo=40201090241288_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
静安|教师,上海优尼康教育科技有限公司,上海,5000-10000元/月,教师/助教,"五险一金,包住,周末双休,房补,话补",本科,不限,https://sh.58.com/zhuanye/40088478326951x.shtml?psid=178726745207017140127881598&entinfo=40088478326951_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
北蔡|幼教,上海燕桥教育信息咨询有限公司,上海,面议,幼教/早教,"五险一金,交通补助",大专,不限,https://sh.58.com/zhuanye/40020854657191x.shtml?psid=178726745207017140127881598&entinfo=40020854657191_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
松江大…|高薪课程销售,上海心迪教育科技有限公司,上海,7000-12000元/月,招生/课程顾问,五险一金,大专,1-2年,https://sh.58.com/zhuanye/39623583441028x.shtml?psid=178726745207017140127881598&entinfo=39623583441028_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
惠南|高中物理教师,上海棋声液压设备有限公司,上海,10000-20000元/月,高中教师,"五险一金,加班补助",本科,6-7年,https://sh.58.com/zhuanye/38927991088931x.shtml?psid=178726745207017140127881598&entinfo=38927991088931_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
中环共…|小学语文老师,上海旗溯文化传播有限公司,上海,面议,教师/助教,"五险一金,周末双休",本科,不限,https://sh.58.com/zhuanye/39579513963651x.shtml?psid=178726745207017140127881598&entinfo=39579513963651_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
浦东|课程顾问,上海荦杰教育科技有限公司,上海,面议,招生/课程顾问,"五险一金,年底双薪",不限,不限,https://sh.58.com/zhuanye/39624855771139x.shtml?psid=178726745207017140127881598&entinfo=39624855771139_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
山阳|招英语老师,上海三尺培训中心有限公司,上海,面议,教师/助教,None,本科,1-2年,https://sh.58.com/zhuanye/39599619902355x.shtml?psid=178726745207017140127881598&entinfo=39599619902355_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
九亭|幼师包吃住,上海瞬变教育科技有限公司,上海,4000-6000元/月,幼教/早教,"求职保障,包吃,包住,年底双薪",中专,不限,https://sh.58.com/zhuanye/37122934197544x.shtml?psid=178726745207017140127881598&entinfo=37122934197544_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
嘉定|中国人寿综合金融规划师,中国人寿保险股份有限公司上海市分公司,上海,13000-20000元/月,销售代表,"五险一金,周末双休,交通补助,包住",不限,不限,https://sh.58.com/yewu/39317997543044x.shtml?psid=178726745207017140127881598&entinfo=39317997543044_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
航头|招聘幼儿园老师,上海协亨投资有限公司,上海,3500-7000元/月,幼教/早教,"五险一金,包吃,包住,周末双休",大专,不限,https://sh.58.com/zhuanye/17360206807043x.shtml?psid=178726745207017140127881598&entinfo=17360206807043_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
徐汇周边|自闭障碍儿童的陪读老师,上海静安区江宁社区内观心理辅导服务中心,上海,面议,特教(特殊教育),饭补,本科,不限,https://sh.58.com/zhuanye/39061604427523x.shtml?psid=178726745207017140127881598&entinfo=39061604427523_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
青浦|招生顾问,上海神州视创培训学校,上海,8000-10000元/月,招生/课程顾问,"五险一金,包住,周末双休",不限,不限,https://sh.58.com/zhuanye/38539933435794x.shtml?psid=178726745207017140127881598&entinfo=38539933435794_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
中山|招聘幼教老师及保健老师,上海初日文化艺术有限公司,上海,面议,幼教/早教,"周末双休,交通补助,饭补,话补,房补",大专,1-2年,https://sh.58.com/zhuanye/32571061920429x.shtml?psid=178726745207017140127881598&entinfo=32571061920429_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
浦东|轮滑助教6千/月,昆山轮随我动体育发展有限公司,上海,4000-7000元/月,快递员,"五险一金,包住,交通补助,饭补,加班补助",不限,不限,https://sh.58.com/zpwuliucangchu/37742811029923x.shtml?psid=178726745207017140127881598&entinfo=37742811029923_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
周浦|幼儿园老师,上海凌潼教育科技有限公司,上海,面议,幼教/早教,包吃,不限,不限,https://sh.58.com/zhuanye/37145371357841x.shtml?psid=178726745207017140127881598&entinfo=37145371357841_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
松江|高薪国寿金融+提成+双休,中国人寿保险股份有限公司上海市分公司,上海,10000-20000元/月,投资/理财顾问,"五险一金,包住,周末双休,年底双薪,房补",不限,不限,https://sh.58.com/jinrongtouzi/37347672611332x.shtml?psid=178726745207017140127881598&entinfo=37347672611332_p&ytdzwdetaildj=0&finalCp=finalCp=000001270000000000020000000000000000_178726745207017140127881598&tjfrom=pc_list_left_pt__178726745207017140127881598__117632765419814912__pt
