Job_name,Company,Region,Salary,Job_Category,Welfare,Edu_require,Experience,Require_num,Job_description
哈西|心理学讲师及助教,哈尔滨山香文苑教育咨询有限公司,哈尔滨,8000-10000元/月,培训师/讲师,"五险一金,年底双薪,加班补助",本科,不限,招2人,任职资格：1、本科以上学历心理学及相关专业，研究生优先。2富有激情，较强的亲和力和感染力、良好的文字和语言表达能力、沟通能力，思维敏捷。创新能力强。3、熟练使用办公软件，可制作课件。4、热爱教育事业，工作积极主动、责任心强。5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；岗位职责：1.主要从事心理学专业教学和教研工作；2.承担课程辅导和答疑等工作；3.完成教学部门安排的其他任务。工作时间：8.30-17.30每周单休
群力|影楼儿童引导师成手优先,哈尔滨泛喜文化传媒有限公司,哈尔滨,面议,幼教/早教,求职保障,不限,不限,招40人,岗位职责：任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：早8点30至晚5点30
木材|幼儿教师,哈尔滨市香木幼儿园,哈尔滨,面议,教师/助教,周末双休,不限,不限,招3人,1、专科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。工作时间：周一至周五
五常城区|教师,五常市灵动网络科技有限公司,哈尔滨,4000-8000元/月,幼教/早教,None,大专,不限,招5人,1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、普通话标准，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、热爱教育事业，工作积极主动、责任心强。工作时间：每周单休福利待遇：底薪+提成+奖金+晋升+进修福利+年终奖
南岗周边|幼师,哈尔滨乐智汇音乐交流中心,哈尔滨,4000-6000元/月,幼教/早教,"包住,五险一金",不限,不限,招1人,1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有一定的教学经验，亲和力强；3、具有一定的文艺表演能力，普通话标准，口齿伶俐；4、热爱教育事业，工作积极主动、责任心强。
平房城区|学前班主班老师,哈尔滨出门在外科技有限公司,哈尔滨,面议,销售代表,"五险一金,周末双休,包住,包吃",大专,1-2年,招1人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上学前班教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、热爱教育事业，工作积极主动、责任心强。
民生路|托管老师幼教老师各一名,漠河县建和劳务服务有限公司,哈尔滨,面议,幼教/早教,"周末双休,包吃",不限,1-2年,招2人,岗位职责：1、承担课程辅导和答疑，作业和考卷批改等工作；任职资格：1、幼儿师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。工作时间：周一至周五
和兴三…|诚聘英语教师,哈尔滨市南岗区家长开的店餐厅,哈尔滨,面议,教师/助教,包吃,本科,3-5年,招1人,岗位职责：1、教1-4年级小学生英语口语及听力；2、辅导和答疑，作业和考卷批改等工作；任职资格：1、具备教育心理学知识，较强的授课能力；2、具有很强的英语表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼；4、热爱教育事业，工作积极主动、责任心强。工作时间：灵活
民生路|香坊区国学语文培训教师,哈尔滨市南岗区圣利亚影楼用品专柜,哈尔滨,面议,教师/助教,"包住,房补,话补",本科,不限,招若干人,本机构针对学前，小学学生开设国学基础及语文阅读，作文等课程，要求应聘教师为本科及以上学历，汉语言，历史，心理学等文科专业或有从教经验者优先，普通话二甲以上，有教师资格证优先。热爱教育事业，爱孩子。一旦录取，提供培训，进步空间大！
哈尔滨|高薪诚聘语言课老师,哈尔滨星缘梦心理咨询有限公司,哈尔滨,4000-6000元/月,特教(特殊教育),"周末双休,交通补助,饭补,加班补助",不限,不限,招8人,"岗位职责：一小时为一课时，每天八节（招聘）精细课感统课亲子课老师，一对一授课。任职资格：热爱公益事业，自闭症康复教育类、心理学专业、学前教育、师范类,幼教类。有无经验均可。工作时间：早上7；30上班；下午5；10分下班无时间查看简历，有意者请打电话任职资格：工作时间："
南岗区|诚聘幼儿园老师3000+,哈尔滨市南岗区学府幼儿园,哈尔滨,3000-5000元/月,幼教/早教,"包吃,周末双休,加班补助",不限,不限,招5人,岗位职责：1、负责幼儿园的家庭教育指导工作；2、负责幼儿园的亲子早教工作；3、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的亲和力；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：周一至周五早；7:40-16:40；工作日免费午餐提供员工宿舍每月费用200工作环境优雅，团队非常和谐，民主，根据能力晋升空间大，经常举办大型活动提供展示机会。工作地址交通便利，提供教学能力培训，学年组长举办教研活动。
三合路|幼儿园老师,哈尔滨市香坊区香乐废品收购站,哈尔滨,面议,幼教/早教,"包吃,周末双休",不限,1-2年,招2人,岗位职责：1、负责幼儿园的家庭教育指导工作；2、负责幼儿园的亲子早教工作；3、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有1年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。周末双休，节假日休息。
松北城区|感统训练老师专注力老师,哈尔滨玖源教育咨询有限公司,哈尔滨,3000-4000元/月,教师/助教,"求职保障,周末双休",大专,1-2年,招10人,工作内容：负责3-12岁儿童的教学工作，包括感觉统合训练，专注力训练。职位要求：有爱心，有责任心，有丰富的教学经验，能够长期稳定的工作，教育师范专业，心理学专业优先。有教师资格证优先，特教薪资面谈。工作时间：早10晚7，周一，周四上午休息，还有一整天休息。福利待遇：提供住宿，法定节假期正常休息，不定期集体旅游，员工及家属生日福利。
道外区|诚聘幼师,黑龙江仕彦经贸有限公司,哈尔滨,面议,幼教/早教,"周末双休,交通补助,加班补助,话补",不限,不限,招2人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：周一至周五
大新街|诚聘幼师,国悦知贝幼儿园,哈尔滨,面议,幼教/早教,周末双休,不限,不限,招2人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有一定的管理经验，亲和力强；3、熟悉儿童生活习性，了解儿童心理；4、具有一定的文艺表演能力，普通话标准，口齿伶俐；5、热爱教育事业，工作积极主动、责任心强。工作时间：7：30-17：00
菜艺街|幼儿教师,哈尔滨市香坊区丑小鸭幼儿园,哈尔滨,2000-3000元/月,幼教/早教,"包住,周末双休",高中,不限,招3人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：7：30~17：00双休
方正|英语老师月5K包吃住,牛津英语学校,哈尔滨,5000-8000元/月,教师/助教,"包吃,包住,话补,饭补",本科,3-5年,招5人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：主要双休日上课每月有五天带薪月假另有四天弹性休息免费提供住宿每月有伙食补助带班后学生喜欢家长认可工资可按分成给
哈尔滨|招聘早教老师底薪5000,哈尔滨跳泥坑教育信息咨询有限公司,哈尔滨,8000-12000元/月,幼教/早教,"五险一金,周末双休,年底双薪,加班补助",本科,不限,招5人,底薪高5000起收入高职位福利：五险一金周末双休年底双薪加班补助待遇优厚有意者可直接来电详谈任职资格：1、本科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
群力|助教4000,哈尔滨智联鸿信科技发展有限公司,哈尔滨,面议,教师/助教,"五险一金,话补,交通补助,饭补,加班补助",不限,不限,招5人,任职资格：2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：早10晚6
群力|高新聘请影楼儿童引导师,哈尔滨泛喜文化传媒有限公司,哈尔滨,面议,销售助理,求职保障,不限,不限,招50人,岗位职责：1、负责协助摄影师引导儿童拍摄，吸引孩子注意力。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业优先；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；工作时间：早8.30-17.30
民生路|中山风华校区国学机构教师,哈尔滨市南岗区圣利亚影楼用品专柜,哈尔滨,3000-6000元/月,教师/助教,"包住,房补,话补",本科,不限,招若干人,本机构针对学前，小学学生开设国学基础及语文阅读，作文等课程，要求应聘教师为本科及以上学历，汉语言，历史，心理学等文科专业或有从教经验者优先，普通话二甲以上，有教师资格证优先。热爱教育事业，爱孩子。一旦录取，提供培训，进步空间大！
哈尔滨|高薪诚聘自闭症语言老师,哈尔滨星缘梦心理咨询有限公司,哈尔滨,3000-6000元/月,特教(特殊教育),"包住,周末双休,饭补,加班补助",不限,1-2年,招5人,岗位职责：一小时为一课时，每天八节（招聘）一对一授课。任职资格：热爱公益事业，自闭症康复教育类、心理学专业。从事过自闭症工作一年以上工作经验的。工作时间：早上7；30上班；下午5；10分下班无时间查看简历，有意者请打电话
松北城区|招聘感统老师,哈尔滨玖源教育咨询有限公司,哈尔滨,5000-8000元/月,教师/助教,"求职保障,五险一金,包住,周末双休",大专,1年以下,招10人,工作内容：负责3-12岁儿童的教学工作，包括感觉统合训练，专注力训练。职位要求：有爱心，有责任心，爱学习，有丰富的教学经验，能够长期稳定的工作，教育师范专业，心理学专业优先。有教师资格证我优先录取，特教专业薪资面谈工作时间：早10晚7，周六周日早九晚六，周休一天半工作地点在江北宏源街
民生路|学前班教师,漠河县建和劳务服务有限公司,哈尔滨,面议,教师/助教,"周末双休,包吃",大专,不限,招1人,任职资格：1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。工作时间：
南岗区|诚聘幼师待遇优厚3K起,哈尔滨市南岗区学府幼儿园,哈尔滨,3000-5000元/月,幼教/早教,"包吃,周末双休,加班补助",大专,不限,招5人,岗位职责：1、负责幼儿园的家庭教育指导工作；2、负责幼儿园的亲子早教工作；3、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的亲和力；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：周一至周五早；7:40-16:40；工作日免费午餐提供员工宿舍每月费用200工作环境优雅，团队非常和谐，民主，根据能力晋升空间大，经常举办大型活动提供展示机会。工作地址交通便利，提供教学能力培训，学年组长举办教研活动。
群力|儿童摄影引导师成手优先,哈尔滨泛喜文化传媒有限公司,哈尔滨,3000-6000元/月,美容导师,求职保障,不限,不限,招5人,岗位职责：1、负责协助摄影师引导儿童拍摄，吸引孩子注意力。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业优先；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；工作时间：早8.30-17.30
响水其他|冷冲模具工,响水雄瑞冲压件有限公司,响水,7000-12000元/月,普工/技工,"包住,年底双薪,交通补助,包吃,周末双休",不限,3-5年,招1人,岗位职责：1、模具管理和控制，模具的使用、维护保养、维修、制作的审定、申报、监督执行；2、制定、完善冷冲模具工艺文件和具体操作规程；3、及时准确掌握模具使用状况和生产质量问题，协助生产部门解决生产中模具问题，确保顺利生产；4、制定修模和新制模具方案与预算，并确保按时完成；5、对模具结构和公司各类产品生产工艺进行分析改进，不断完善提高工艺流程和产品质量。任职资格：1、专科以上学历，机械或模具设计等专业者优先；2、3年以上工作经验；4、掌握常用铜和不锈钢原材料性能，掌握生产工艺；5、熟练操作AutoCAD、PRO/E绘图软件6、良好的沟通能力和团队意识。工作时间：
城区|跆拳道主教练,响水县响水镇北辰武道健身馆,响水,5000-8000元/月,教育培训,"五险一金,包吃,包住,话补",不限,不限,招5人,1.从事过跆拳道训练及学习过跆拳道2.从事过部队生活或者退役军人3.从事过幼儿教育学习4.学业完成或者未完成的待业青年无经验者提供免费培训待遇从优，管吃管住，提供统一学习，培训
丰南区|红黄蓝早教老师及销售顾问,丰南区红黄蓝亲子园培训学校,唐山,3000-5000元/月,幼教/早教,"五险一金,年底双薪,周末双休,加班补助,话补",大专,不限,招3人,"岗位要求：1,良好的表达和沟通能力，执行力强2，性格开朗热情，具备优秀的服务意识3，喜欢孩子，有爱心，耐心，责任心任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业优先；2、具有2年以上幼教教学经验者优先考虑；3、亲和力强，具有一定的管理经验者优先；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。7,销售顾问宝妈优先。工作时间：8:00--12:00,13:30--17:30"
丰润区|人力资源部部长,唐山百丰实业有限公司,唐山,10000-15000元/月,人事经理/主管,"交通补助,包住,包吃,五险一金",本科,8-10年,招1人,工作内容：负责人力资源管理及企业文化建设工作专业要求：全日制本科及以上学历，人力资源、工商管理、理工科、哲学、心理学等专业，具有二级人力资源管理师从业资格证书，人力资源管理、工商管理专业优先，有一级人力资源师从业资格证书优先工作资历要求：连续从事人力资源管理工作8年以上，千人以上大中型生产企业人力资源部部长5年以上工作经验；有分别在国企、民企、外企从事管理工作经历者优先，有做过生产经营管理者优先，有股改管理经历者优先，有工业项目管理经历者优先知识技能要求：具有全面的人力资源管理专业知识，现代企业管理知识，熟悉国家相关法律法规，精通人力资源管理各项操作流程，熟练使用办公软件能力要求：较强的沟通协调能力、组织能力、计划能力、创新能力、团队协作能力温馨提示：我公司2020年春节休假1月18日至1月30日（正月初六），请先行投递简历，上班后一周内组织符合招聘要求人员面试！
开平区|诚聘小学各科老师,唐山市开平区精英培训学校,唐山,4000-8000元/月,小学老师,包住,不限,不限,招5人,公司提供完善岗前培训，工资上不封顶，综合工资可达一万以上任职要求1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。工作地址：开平唐马路附近开平荆各庄小学附近开平东港龙城开平区政府附近可以就近安排校区上岗
曹妃甸区|幼儿园诚聘园长幼师保育员,唐山市曹妃甸区东方金子塔儿童潜能培训学校,唐山,3000-6000元/月,幼教/早教,"包住,周末双休,房补,交通补助,加班补助",不限,不限,招5人,金子塔幼儿园诚聘园长、幼师、保育员园长1名园长任职资格：1:女，26-55岁；有园长证，事业心责任心强。2:心理学、幼儿教育等相关专业；3:三年以上高端幼儿园或国际幼儿园园长经验；4:具有一定的管理经验，亲和力强；熟悉儿童生活习性，了解儿童心理。5:善于沟通和管理，有较强的的业务能力，熟悉幼儿园工作流程。幼师20名幼师任职要求:1.学前教育或幼儿专业大专以上学历。2.普通话标准，具有教师资格证或幼教资格证；3.熟悉幼儿教育学、心理学、卫生学和各类教育活动的基本知识；4.热爱幼教事业，具备良好的沟通表达能力、组织计划能力、责任心强，富有团队精神；5.仪表端庄，谈吐文雅，有舞蹈、乐器、美术等特长者优先考虑。保育员10名保育员任职资格：1、中专以上学历，热爱幼儿教育工作。2、身心健康，有责任心，勤劳、整洁。3、热爱幼儿教育事业，富有爱心、耐心、责任心和良好的师德；工作积极主动，身心健康，踏实能干，有团队合作能力；配合本班教师完成日工作。3、持有保育员证及一年以上工作经验者优先考虑。4、须持有健康证方能上岗。工作时间:周一到周五工作地址:曹妃甸区
远洋城|乐高老师,唐山伟峰网络科技有限公司,唐山,4000-6000元/月,教师/助教,"房补,五险一金",大专,不限,招2人,任职资格：1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。
北新道…|急聘乐高教师月休六天,唐山探索文化艺术交流有限公司,唐山,3000-5000元/月,教师/助教,None,大专,不限,招2人,"岗位职责：1、日常备课搭建积木作品。2、日常上课负责3-6岁儿童乐高课3、课后与家长沟通。4、日常的一些其他工作。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业优先；2、具有幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、普通话标准，口齿伶俐；5、热爱教育事业，工作积极主动、责任心强。工作时间：月休六天，上班时间：9:30-12:00,13:30-18:30"
高新区|体智能老师+五险+双休,唐山睿峰文化传媒有限公司,唐山,4000-6000元/月,教师/助教,"五险一金,周末双休",大专,不限,招4人,岗位职责：1、协助幼儿园内的体智能工作；2、负责幼儿园的健康教育指导工作；3、负责幼儿园的亲子早教工作；4、负责组织亲子活动。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：8:00~12：0013:30~17:30
唐山一中|诚聘美术教师+五险,唐山市路南区玉森艺术培训学校,唐山,3000-5000元/月,音乐/美术教师,None,不限,不限,招2人,任职资格：1、本科及以上学历，师范类院校及专业院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
中山大街|各科助教老师,唐山汇智课外培训学校,唐山,面议,教师/助教,"包住,周末双休",不限,不限,招5人,任职资格：1、专科及以上学历，师范类院校毕业优先；2、熟练掌握办公软件和互联网的使用技巧；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。
唐山|高薪诚聘幼儿园教师+双休,唐山市路北区英华外国语小学,唐山,3500-4500元/月,幼教/早教,"包吃,周末双休,包住",大专,不限,招2人,岗位职责：负责孩子的一日生活教育，包含教育教学工作任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。7、简历要求：请在简历中填写学历信息及过往工作经历工作时间：7：30-11:5014:00-17:30
开平区|高新诚聘口才老师,唐山市萌卡纳图书,唐山,3000-6000元/月,幼教/早教,"五险一金,话补",本科,1-2年,招3人,任职资格：1、本科及以上学历，播音主持/舞蹈/音乐/幼教专业；2、具有教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
路北区|优秀幼儿教师,唐山未来蔚蓝信息咨询有限公司,唐山,3000-5000元/月,野外拓展训练师,"五险一金,包吃,包住,周末双休,年底双薪",不限,不限,招若干人,有户外教学经验者优先。有武术、吉他、钢琴、美术、书法等专业、心理学专业者优先。
唐山|早教老师幼儿老师,遵化市弘文教育咨询中心,唐山,面议,幼教/早教,"五险一金,包吃,周末双休",大专,不限,招10人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。7、招聘男士喜欢热爱幼儿教育行业有耐心优先录用
远洋城|中小学英语老师,唐山仁文信息咨询服务公司,唐山,1500-3000元/月,教师/助教,话补,大专,不限,招若干人,一：专科及以上学历师范类，英语专业毕业二：具有丰富的教学经验和一定的教学研究工作三：精通英语，口语流利，发音标准，身体健康是。四：具备教育心理学知识较强的授课能力。五：具有较强的亲和力，讲课生动活泼，知识面宽广。六，热爱教育事业工作，积极主动，责任心强七，有教学经验者优先，本校负责**学培训，工资待遇，面议。
路北区|教学/教务管理,唐山爱比诺文化艺术交流有限公司,唐山,2500-4000元/月,教学/教务管理,"加班补助,五险一金,饭补,话补,包住",大专,1-2年,招2人,岗位职责：很好的完成所交代任务，平常安排教师与学员的上课时间，与家长及老师的沟通任职资格：1、大专及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；优先6、热爱教育事业，工作积极主动、责任心强。7、男女不限。喜欢热爱幼儿教育行业有耐心优先录用爱弥儿艺术教育招贤纳士想甩掉油腻青年的标签？！不甘心只做个佛系青年？！那么我们欢迎你！打酱油3000左右，正常做4000左右，认真做5000正常，努力做7000有余，往死里做10000都是小K斯没谁了吧:收入是不封顶的底薪＋提成＋绩效＋工龄＋奖金2不招:1.有公子公主病的，怕辛苦还异想天开且不懂感恩的2.一点挫折就泄气，老抱怨运气不好的槽海无涯，回头是岸钱途无量，尽在爱弥儿⭐⭐招聘岗位:课程顾问、钢琴销售、设计＋网销运维任职资格:大专以上有经验者优先。外貌清秀优先录用。我们奉行“爱”为核心的企业理念，爱同事，爱工作，爱客户。我们欢迎幸福感，家庭感强烈的人，以爱的名义全力以赴的青春，才是较棒的青春！不论你九点来还是九点走，能完成任务的都是较棒的牛人！
路南|小博士新华西聘幼儿幼师,唐山市路南区小博士早期教育幼儿园,唐山,面议,幼教/早教,"五险一金,包吃,包住,周末双休,交通补助",大专,不限,招1人,1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有幼教教学经验者优先考虑；3、熟悉儿童生活习性，了解儿童心理；4、具有一定的文艺表演能力，普通话标准，口齿伶俐；5、热爱教育事业，工作积极主动、责任心强。
开平区|诚聘小学数学老师待遇好,唐山市开平区精英培训学校,唐山,4000-8000元/月,小学老师,包住,不限,不限,招5人,公司提供完善岗前培训，工资上不封顶，综合工资可达一万以上任职要求1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。工作地址：开平唐马路附近开平荆各庄小学附近开平东港龙城开平区政府附近可以就近安排校区上岗
唐山一中|高薪舞蹈教师+带薪年假,唐山市路南区玉森艺术培训学校,唐山,4000-8000元/月,教师/助教,饭补,本科,不限,招2人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
开平区|诚聘初中化学老师待遇优,唐山市开平区精英培训学校,唐山,4000-8000元/月,初中教师,包住,不限,不限,招5人,任职资格：1、公司提供完善岗前培训2、具备教育心理学知识，较强的授课能力；3、具有很强的中文表达能力，普通话标准，口齿伶俐；4、具有较强的亲和力，讲课生动活泼，知识面宽广；5、热爱教育事业，工作积极主动、责任心强。工作地址：开平唐马路附近开平荆各庄小学附近开平东港龙城开平区政府附近可以就近安排校区上岗
唐山一中|钢琴教师+带薪年假+五险,唐山市路南区玉森艺术培训学校,唐山,5000-10000元/月,教师/助教,"五险一金,饭补",本科,不限,招2人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
开平区|初高中英语物理数学老师,唐山市开平区精英培训学校,唐山,4000-8000元/月,教师/助教,包住,不限,不限,招5人,公司提供完善岗前培训，工资上不封顶，综合工资可达一万以上任职要求1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。工作地址：开平唐马路附近开平荆各庄小学附近开平东港龙城开平区政府附近可以就近安排校区上岗
路南|专业古筝教师,唐山市路南区玉森艺术培训学校,唐山,3000-5000元/月,教师/助教,五险一金,大专,1-2年,招2人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
开平区|诚聘小学初中语文老师,唐山市开平区精英培训学校,唐山,4000-8000元/月,教师/助教,包住,不限,不限,招5人,公司提供完善岗前培训，工资上不封顶，综合工资可达一万以上任职要求1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。工作地址：开平唐马路附近开平荆各庄小学附近开平东港龙城开平区政府附近可以就近安排校区上岗
开平区|好福利诚聘高中理科老师,唐山市开平区精英培训学校,唐山,4000-8000元/月,高中教师,包住,不限,不限,招5人,公司提供完善岗前培训，工资上不封顶，综合工资可达一万以上任职要求1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。工作地址：开平唐马路附近开平荆各庄小学附近开平东港龙城开平区政府附近可以就近安排校区上岗
